Point	Label	1	2	3	4	5	
484	Q	1	0	0	0	1	
485	G	0	0	1	1	1	
486	M	0	1	1	0	1	
487	D	0	0	1	0	0	
488	E	0	0	1	0	1	
489	B	0	0	0	1	0	
490	W	1	0	1	1	1	
491	N	0	1	1	1	0	
492	C	0	0	0	1	1	
493	L	0	1	1	0	0	
494	I	0	1	0	0	1	
495	Q	1	0	0	0	1	
496	H	0	1	0	0	0	
497	O	0	1	1	1	1	
498	V	1	0	1	1	0	
499	Z	1	1	0	0	0	
500	Q	1	0	0	0	1	
501	G	0	0	1	1	1	
502	L	0	1	1	0	0	
503	B	0	0	0	1	0	
504	N	0	1	1	1	0	
505	H	0	1	0	0	0	
506	O	0	1	1	1	1	
507	W	1	0	1	1	1	
508	N	0	1	1	1	0	
509	C	0	0	0	1	1	
510	X	0	0	0	0	0	
511	L	0	1	1	0	0	
512	J	0	1	0	1	0	
513	F	0	0	1	1	0	
514	C	0	0	0	1	1	
515	X	0	0	0	0	0	
516	X	0	0	0	0	0	
517	L	0	1	1	0	0	
518	J	0	1	0	1	0	
519	F	0	0	1	1	0	
520	X	0	0	0	0	0	
521	M	0	1	1	0	1	
522	D	0	0	1	0	0	
523	M	0	1	1	0	1	
524	O	0	1	1	1	1	
525	X	0	0	0	0	0	
526	N	0	1	1	1	0	
527	N	0	1	1	1	0	
528	K	0	1	0	1	1	
529	R	1	0	0	1	0	
530	V	1	0	1	1	0	
531	W	1	0	1	1	1	
532	W	1	0	1	1	1	
533	T	1	0	1	0	0	
534	W	1	0	1	1	1	
535	R	1	0	0	1	0	
536	B	0	0	0	1	0	
537	N	0	1	1	1	0	
538	N	0	1	1	1	0	
539	X	0	0	0	0	0	
540	L	0	1	1	0	0	
541	I	0	1	0	0	1	
542	O	0	1	1	1	1	
543	V	1	0	1	1	0	
544	X	0	0	0	0	0	
545	L	0	1	1	0	0	
546	I	0	1	0	0	1	
547	O	0	1	1	1	1	
548	V	1	0	1	1	0	
549	V	1	0	1	1	0	
550	R	1	0	0	1	0	
551	V	1	0	1	1	0	
552	I	0	1	0	0	1	
553	A	0	0	0	0	1	
554	Q	1	0	0	0	1	
555	F	0	0	1	1	0	
556	R	1	0	0	1	0	
557	V	1	0	1	1	0	
558	X	0	0	0	0	0	
559	L	0	1	1	0	0	
560	I	0	1	0	0	1	
561	Q	1	0	0	0	1	
562	G	0	0	1	1	1	
563	L	0	1	1	0	0	
564	X	0	0	0	0	0	
565	N	0	1	1	1	0	
566	K	0	1	0	1	1	
567	R	1	0	0	1	0	
568	V	1	0	1	1	0	
569	V	1	0	1	1	0	
570	P	1	0	0	0	0	
571	H	0	1	0	0	0	
572	R	1	0	0	1	0	
573	D	0	0	1	0	0	
574	I	0	1	0	0	1	
575	A	0	0	0	0	1	
576	N	0	1	1	1	0	
577	K	0	1	0	1	1	
578	W	1	0	1	1	1	
579	R	1	0	0	1	0	
580	D	0	0	1	0	0	
581	J	0	1	0	1	0	
582	Z	1	1	0	0	0	
583	Q	1	0	0	0	1	
584	Z	1	1	0	0	0	
585	U	1	0	1	0	1	
586	L	0	1	1	0	0	
587	A	0	0	0	0	1	
588	N	0	1	1	1	0	
589	K	0	1	0	1	1	
590	S	1	0	0	1	1	
591	F	0	0	1	1	0	
592	N	0	1	1	1	0	
593	C	0	0	0	1	1	
594	G	0	0	1	1	1	
595	L	0	1	1	0	0	
596	M	0	1	1	0	1	
597	C	0	0	0	1	1	
598	X	0	0	0	0	0	
599	L	0	1	1	0	0	
600	I	0	1	0	0	1	
601	O	0	1	1	1	1	
602	V	1	0	1	1	0	
603	U	1	0	1	0	1	
604	V	1	0	1	1	0	
605	X	0	0	0	0	0	
606	L	0	1	1	0	0	
607	I	0	1	0	0	1	
608	O	0	1	1	1	1	
609	V	1	0	1	1	0	
610	V	1	0	1	1	0	
611	R	1	0	0	1	0	
612	X	0	0	0	0	0	
613	L	0	1	1	0	0	
614	I	0	1	0	0	1	
615	Q	1	0	0	0	1	
616	X	0	0	0	0	0	
617	N	0	1	1	1	0	
618	K	0	1	0	1	1	
619	S	1	0	0	1	1	
620	F	0	0	1	1	0	
621	N	0	1	1	1	0	
622	X	0	0	0	0	0	
623	N	0	1	1	1	0	
624	J	0	1	0	1	0	
625	G	0	0	1	1	1	
626	A	0	0	0	0	1	
627	L	0	1	1	0	0	
628	L	0	1	1	0	0	
629	X	0	0	0	0	0	
630	L	0	1	1	0	0	
631	I	0	1	0	0	1	
632	Q	1	0	0	0	1	
633	G	0	0	1	1	1	
634	L	0	1	1	0	0	
635	A	0	0	0	0	1	
636	F	0	0	1	1	0	
637	N	0	1	1	1	0	
638	L	0	1	1	0	0	
639	E	0	0	1	0	1	
640	B	0	0	0	1	0	
641	N	0	1	1	1	0	
642	G	0	0	1	1	1	
643	L	0	1	1	0	0	
644	B	0	0	0	1	0	
645	N	0	1	1	1	0	
646	X	0	0	0	0	0	
647	L	0	1	1	0	0	
648	I	0	1	0	0	1	
649	P	1	0	0	0	0	
650	K	0	1	0	1	1	
651	N	0	1	1	1	0	
652	X	0	0	0	0	0	
653	L	0	1	1	0	0	
654	I	0	1	0	0	1	
655	P	1	0	0	0	0	
656	K	0	1	0	1	1	
657	L	0	1	1	0	0	
658	I	0	1	0	0	1	
659	O	0	1	1	1	1	
660	U	1	0	1	0	1	
661	A	0	0	0	0	1	
662	F	0	0	1	1	0	
663	C	0	0	0	1	1	
664	N	0	1	1	1	0	
665	H	0	1	0	0	0	
666	O	0	1	1	1	1	
667	W	1	0	1	1	1	
668	N	0	1	1	1	0	
669	C	0	0	0	1	1	
670	N	0	1	1	1	0	
671	N	0	1	1	1	0	
672	K	0	1	0	1	1	
673	S	1	0	0	1	1	
674	F	0	0	1	1	0	
675	N	0	1	1	1	0	
676	D	0	0	1	0	0	
677	M	0	1	1	0	1	
678	B	0	0	0	1	0	
679	H	0	1	0	0	0	
680	D	0	0	1	0	0	
681	U	1	0	1	0	1	
682	M	0	1	1	0	1	
683	R	1	0	0	1	0	
684	O	0	1	1	1	1	
685	D	0	0	1	0	0	
686	L	0	1	1	0	0	
687	L	0	1	1	0	0	
688	B	0	0	0	1	0	
689	N	0	1	1	1	0	
690	N	0	1	1	1	0	
691	X	0	0	0	0	0	
692	M	0	1	1	0	1	
693	B	0	0	0	1	0	
694	N	0	1	1	1	0	
695	V	1	0	1	1	0	
696	V	1	0	1	1	0	
697	X	0	0	0	0	0	
698	L	0	1	1	0	0	
699	I	0	1	0	0	1	
700	O	0	1	1	1	1	
701	V	1	0	1	1	0	
702	V	1	0	1	1	0	
703	X	0	0	0	0	0	
704	L	0	1	1	0	0	
705	I	0	1	0	0	1	
706	O	0	1	1	1	1	
707	V	1	0	1	1	0	
708	V	1	0	1	1	0	
709	X	0	0	0	0	0	
710	L	0	1	1	0	0	
711	I	0	1	0	0	1	
712	K	0	1	0	1	1	
713	L	0	1	1	0	0	
714	L	0	1	1	0	0	
715	K	0	1	0	1	1	
716	K	0	1	0	1	1	
717	N	0	1	1	1	0	
718	N	0	1	1	1	0	
719	K	0	1	0	1	1	
720	X	0	0	0	0	0	
721	L	0	1	1	0	0	
722	I	0	1	0	0	1	
723	O	0	1	1	1	1	
724	V	1	0	1	1	0	
725	V	1	0	1	1	0	
726	R	1	0	0	1	0	
727	V	1	0	1	1	0	
728	K	0	1	0	1	1	
729	C	0	0	0	1	1	
730	N	0	1	1	1	0	
731	N	0	1	1	1	0	
732	K	0	1	0	1	1	
733	Z	1	1	0	0	0	
734	Q	1	0	0	0	1	
735	U	1	0	1	0	1	
736	O	0	1	1	1	1	
737	D	0	0	1	0	0	
738	N	0	1	1	1	0	
739	D	0	0	1	0	0	
740	L	0	1	1	0	0	
741	M	0	1	1	0	1	
742	X	0	0	0	0	0	
743	L	0	1	1	0	0	
744	I	0	1	0	0	1	
745	O	0	1	1	1	1	
746	U	1	0	1	0	1	
747	X	0	0	0	0	0	
748	L	0	1	1	0	0	
749	I	0	1	0	0	1	
750	O	0	1	1	1	1	
751	U	1	0	1	0	1	
752	B	0	0	0	1	0	
753	W	1	0	1	1	1	
754	M	0	1	1	0	1	
755	O	0	1	1	1	1	
756	R	1	0	0	1	0	
757	X	0	0	0	0	0	
758	N	0	1	1	1	0	
759	K	0	1	0	1	1	
760	R	1	0	0	1	0	
761	U	1	0	1	0	1	
762	L	0	1	1	0	0	
763	B	0	0	0	1	0	
764	M	0	1	1	0	1	
765	R	1	0	0	1	0	
766	O	0	1	1	1	1	
767	D	0	0	1	0	0	
768	L	0	1	1	0	0	
769	X	0	0	0	0	0	
770	N	0	1	1	1	0	
771	K	0	1	0	1	1	
772	R	1	0	0	1	0	
773	V	1	0	1	1	0	
774	V	1	0	1	1	0	
775	O	0	1	1	1	1	
776	V	1	0	1	1	0	
777	X	0	0	0	0	0	
778	M	0	1	1	0	1	
779	D	0	0	1	0	0	
780	L	0	1	1	0	0	
781	U	1	0	1	0	1	
782	B	0	0	0	1	0	
783	W	1	0	1	1	1	
784	N	0	1	1	1	0	
785	D	0	0	1	0	0	
786	L	0	1	1	0	0	
787	V	1	0	1	1	0	
788	V	1	0	1	1	0	
789	R	1	0	0	1	0	
790	X	0	0	0	0	0	
791	N	0	1	1	1	0	
792	K	0	1	0	1	1	
793	R	1	0	0	1	0	
794	V	1	0	1	1	0	
795	V	1	0	1	1	0	
796	O	0	1	1	1	1	
797	X	0	0	0	0	0	
798	L	0	1	1	0	0	
799	I	0	1	0	0	1	
800	O	0	1	1	1	1	
801	V	1	0	1	1	0	
802	V	1	0	1	1	0	
803	R	1	0	0	1	0	
804	W	1	0	1	1	1	
805	J	0	1	0	1	0	
806	F	0	0	1	1	0	
807	C	0	0	0	1	1	
808	M	0	1	1	0	1	
809	C	0	0	0	1	1	
810	X	0	0	0	0	0	
811	N	0	1	1	1	0	
812	K	0	1	0	1	1	
813	R	1	0	0	1	0	
814	U	1	0	1	0	1	
815	L	0	1	1	0	0	
816	B	0	0	0	1	0	
817	N	0	1	1	1	0	
818	W	1	0	1	1	1	
819	D	0	0	1	0	0	
820	V	1	0	1	1	0	
821	V	1	0	1	1	0	
822	O	0	1	1	1	1	
823	U	1	0	1	0	1	
824	I	0	1	0	0	1	
825	L	0	1	1	0	0	
826	L	0	1	1	0	0	
827	J	0	1	0	1	0	
828	F	0	0	1	1	0	
829	C	0	0	0	1	1	
830	N	0	1	1	1	0	
831	N	0	1	1	1	0	
832	D	0	0	1	0	0	
833	L	0	1	1	0	0	
834	L	0	1	1	0	0	
835	X	0	0	0	0	0	
836	L	0	1	1	0	0	
837	I	0	1	0	0	1	
838	O	0	1	1	1	1	
839	V	1	0	1	1	0	
840	W	1	0	1	1	1	
841	R	1	0	0	1	0	
842	B	0	0	0	1	0	
843	N	0	1	1	1	0	
844	M	0	1	1	0	1	
845	B	0	0	0	1	0	
846	H	0	1	0	0	0	
847	X	0	0	0	0	0	
