Point	Label	1	2	3	4	5	
1	L	0	1	1	0	0	
2	I	0	1	0	0	1	
3	O	0	1	1	1	1	
4	X	0	0	0	0	0	
5	N	0	1	1	1	0	
6	K	0	1	0	1	1	
7	T	1	0	1	0	0	
8	I	0	1	0	0	1	
9	L	0	1	1	0	0	
10	L	0	1	1	0	0	
11	I	0	1	0	0	1	
12	P	1	0	0	0	0	
13	K	0	1	0	1	1	
14	N	0	1	1	1	0	
15	M	0	1	1	0	1	
16	B	0	0	0	1	0	
17	N	0	1	1	1	0	
18	W	1	0	1	1	1	
19	C	0	0	0	1	1	
20	G	0	0	1	1	1	
21	A	0	0	0	0	1	
22	N	0	1	1	1	0	
23	C	0	0	0	1	1	
24	G	0	0	1	1	1	
25	L	0	1	1	0	0	
26	L	0	1	1	0	0	
27	E	0	0	1	0	1	
28	B	0	0	0	1	0	
29	N	0	1	1	1	0	
30	H	0	1	0	0	0	
31	O	0	1	1	1	1	
32	V	1	0	1	1	0	
33	U	1	0	1	0	1	
34	U	1	0	1	0	1	
35	Q	1	0	0	0	1	
36	S	1	0	0	1	1	
37	L	0	1	1	0	0	
38	A	0	0	0	0	1	
39	L	0	1	1	0	0	
40	L	0	1	1	0	0	
41	I	0	1	0	0	1	
42	O	0	1	1	1	1	
43	U	1	0	1	0	1	
44	A	0	0	0	0	1	
45	F	0	0	1	1	0	
46	C	0	0	0	1	1	
47	N	0	1	1	1	0	
48	G	0	0	1	1	1	
49	L	0	1	1	0	0	
50	B	0	0	0	1	0	
51	N	0	1	1	1	0	
52	H	0	1	0	0	0	
53	O	0	1	1	1	1	
54	W	1	0	1	1	1	
55	N	0	1	1	1	0	
56	C	0	0	0	1	1	
57	M	0	1	1	0	1	
58	D	0	0	1	0	0	
59	L	0	1	1	0	0	
60	V	1	0	1	1	0	
61	V	1	0	1	1	0	
62	R	1	0	0	1	0	
63	V	1	0	1	1	0	
64	X	0	0	0	0	0	
65	N	0	1	1	1	0	
66	K	0	1	0	1	1	
67	R	1	0	0	1	0	
68	V	1	0	1	1	0	
69	V	1	0	1	1	0	
70	P	1	0	0	0	0	
71	H	0	1	0	0	0	
72	R	1	0	0	1	0	
73	D	0	0	1	0	0	
74	I	0	1	0	0	1	
75	A	0	0	0	0	1	
76	L	0	1	1	0	0	
77	L	0	1	1	0	0	
78	I	0	1	0	0	1	
79	U	1	0	1	0	1	
80	O	0	1	1	1	1	
81	B	0	0	0	1	0	
82	K	0	1	0	1	1	
83	C	0	0	0	1	1	
84	N	0	1	1	1	0	
85	N	0	1	1	1	0	
86	K	0	1	0	1	1	
87	V	1	0	1	1	0	
88	J	0	1	0	1	0	
89	Z	1	1	0	0	0	
90	Q	1	0	0	0	1	
91	Z	1	1	0	0	0	
92	Z	1	1	0	0	0	
93	S	1	0	0	1	1	
94	F	0	0	1	1	0	
95	N	0	1	1	1	0	
96	D	0	0	1	0	0	
97	L	0	1	1	0	0	
98	E	0	0	1	0	1	
99	T	1	0	1	0	0	
100	I	0	1	0	0	1	
101	L	0	1	1	0	0	
102	L	0	1	1	0	0	
103	J	0	1	0	1	0	
104	F	0	0	1	1	0	
105	C	0	0	0	1	1	
106	M	0	1	1	0	1	
107	C	0	0	0	1	1	
108	X	0	0	0	0	0	
109	L	0	1	1	0	0	
110	I	0	1	0	0	1	
111	X	0	0	0	0	0	
112	N	0	1	1	1	0	
113	K	0	1	0	1	1	
114	S	1	0	0	1	1	
115	E	0	0	1	0	1	
116	R	1	0	0	1	0	
117	V	1	0	1	1	0	
118	V	1	0	1	1	0	
119	O	0	1	1	1	1	
120	X	0	0	0	0	0	
121	N	0	1	1	1	0	
122	K	0	1	0	1	1	
123	S	1	0	0	1	1	
124	E	0	0	1	0	1	
125	R	1	0	0	1	0	
126	V	1	0	1	1	0	
127	V	1	0	1	1	0	
128	O	0	1	1	1	1	
129	V	1	0	1	1	0	
130	X	0	0	0	0	0	
131	M	0	1	1	0	1	
132	B	0	0	0	1	0	
133	N	0	1	1	1	0	
134	Z	1	1	0	0	0	
135	T	1	0	1	0	0	
136	X	0	0	0	0	0	
137	N	0	1	1	1	0	
138	N	0	1	1	1	0	
139	K	0	1	0	1	1	
140	S	1	0	0	1	1	
141	E	0	0	1	0	1	
142	R	1	0	0	1	0	
143	V	1	0	1	1	0	
144	U	1	0	1	0	1	
145	V	1	0	1	1	0	
146	O	0	1	1	1	1	
147	V	1	0	1	1	0	
148	X	0	0	0	0	0	
149	N	0	1	1	1	0	
150	K	0	1	0	1	1	
151	S	1	0	0	1	1	
152	E	0	0	1	0	1	
153	R	1	0	0	1	0	
154	U	1	0	1	0	1	
155	L	0	1	1	0	0	
156	A	0	0	0	0	1	
157	N	0	1	1	1	0	
158	K	0	1	0	1	1	
159	T	1	0	1	0	0	
160	I	0	1	0	0	1	
161	L	0	1	1	0	0	
162	N	0	1	1	1	0	
163	N	0	1	1	1	0	
164	N	0	1	1	1	0	
165	J	0	1	0	1	0	
166	G	0	0	1	1	1	
167	A	0	0	0	0	1	
168	L	0	1	1	0	0	
169	L	0	1	1	0	0	
170	E	0	0	1	0	1	
171	B	0	0	0	1	0	
172	N	0	1	1	1	0	
173	H	0	1	0	0	0	
174	O	0	1	1	1	1	
175	V	1	0	1	1	0	
176	V	1	0	1	1	0	
177	T	1	0	1	0	0	
178	F	0	0	1	1	0	
179	T	1	0	1	0	0	
180	E	0	0	1	0	1	
181	O	0	1	1	1	1	
182	B	0	0	0	1	0	
183	J	0	1	0	1	0	
184	Z	1	1	0	0	0	
185	X	0	0	0	0	0	
186	N	0	1	1	1	0	
187	K	0	1	0	1	1	
188	R	1	0	0	1	0	
189	V	1	0	1	1	0	
190	V	1	0	1	1	0	
191	O	0	1	1	1	1	
192	U	1	0	1	0	1	
193	J	0	1	0	1	0	
194	G	0	0	1	1	1	
195	A	0	0	0	0	1	
196	L	0	1	1	0	0	
197	L	0	1	1	0	0	
198	B	0	0	0	1	0	
199	N	0	1	1	1	0	
200	M	0	1	1	0	1	
201	B	0	0	0	1	0	
202	H	0	1	0	0	0	
203	I	0	1	0	0	1	
204	L	0	1	1	0	0	
205	L	0	1	1	0	0	
206	J	0	1	0	1	0	
207	F	0	0	1	1	0	
208	D	0	0	1	0	0	
209	X	0	0	0	0	0	
210	X	0	0	0	0	0	
211	L	0	1	1	0	0	
212	I	0	1	0	0	1	
213	O	0	1	1	1	1	
214	V	1	0	1	1	0	
215	V	1	0	1	1	0	
216	T	1	0	1	0	0	
217	E	0	0	1	0	1	
218	O	0	1	1	1	1	
219	B	0	0	0	1	0	
220	K	0	1	0	1	1	
221	C	0	0	0	1	1	
222	N	0	1	1	1	0	
223	N	0	1	1	1	0	
224	K	0	1	0	1	1	
225	W	1	0	1	1	1	
226	R	1	0	0	1	0	
227	D	0	0	1	0	0	
228	I	0	1	0	0	1	
229	K	0	1	0	1	1	
230	D	0	0	1	0	0	
231	I	0	1	0	0	1	
232	A	0	0	0	0	1	
233	L	0	1	1	0	0	
234	L	0	1	1	0	0	
235	J	0	1	0	1	0	
236	F	0	0	1	1	0	
237	C	0	0	0	1	1	
238	M	0	1	1	0	1	
239	X	0	0	0	0	0	
240	N	0	1	1	1	0	
241	K	0	1	0	1	1	
242	R	1	0	0	1	0	
243	V	1	0	1	1	0	
244	V	1	0	1	1	0	
245	P	1	0	0	0	0	
246	H	0	1	0	0	0	
247	R	1	0	0	1	0	
248	D	0	0	1	0	0	
249	I	0	1	0	0	1	
250	B	0	0	0	1	0	
251	J	0	1	0	1	0	
252	Z	1	1	0	0	0	
253	Q	1	0	0	0	1	
254	U	1	0	1	0	1	
255	O	0	1	1	1	1	
256	D	0	0	1	0	0	
257	L	0	1	1	0	0	
258	N	0	1	1	1	0	
259	N	0	1	1	1	0	
260	N	0	1	1	1	0	
261	D	0	0	1	0	0	
262	L	0	1	1	0	0	
263	M	0	1	1	0	1	
264	D	0	0	1	0	0	
265	E	0	0	1	0	1	
266	I	0	1	0	0	1	
267	U	1	0	1	0	1	
268	O	0	1	1	1	1	
269	A	0	0	0	0	1	
270	Q	1	0	0	0	1	
271	E	0	0	1	0	1	
272	O	0	1	1	1	1	
273	B	0	0	0	1	0	
274	K	0	1	0	1	1	
275	C	0	0	0	1	1	
276	L	0	1	1	0	0	
277	I	0	1	0	0	1	
278	U	1	0	1	0	1	
279	O	0	1	1	1	1	
280	A	0	0	0	0	1	
281	Q	1	0	0	0	1	
282	E	0	0	1	0	1	
283	O	0	1	1	1	1	
284	B	0	0	0	1	0	
285	K	0	1	0	1	1	
286	I	0	1	0	0	1	
287	A	0	0	0	0	1	
288	Q	1	0	0	0	1	
289	F	0	0	1	1	0	
290	R	1	0	0	1	0	
291	V	1	0	1	1	0	
292	X	0	0	0	0	0	
293	N	0	1	1	1	0	
294	K	0	1	0	1	1	
295	T	1	0	1	0	0	
296	I	0	1	0	0	1	
297	M	0	1	1	0	1	
298	B	0	0	0	1	0	
299	N	0	1	1	1	0	
300	W	1	0	1	1	1	
301	C	0	0	0	1	1	
302	G	0	0	1	1	1	
303	A	0	0	0	0	1	
304	N	0	1	1	1	0	
305	C	0	0	0	1	1	
306	G	0	0	1	1	1	
307	L	0	1	1	0	0	
308	L	0	1	1	0	0	
309	L	0	1	1	0	0	
310	E	0	0	1	0	1	
311	B	0	0	0	1	0	
312	N	0	1	1	1	0	
313	G	0	0	1	1	1	
314	L	0	1	1	0	0	
315	B	0	0	0	1	0	
316	N	0	1	1	1	0	
317	H	0	1	0	0	0	
318	O	0	1	1	1	1	
319	V	1	0	1	1	0	
320	W	1	0	1	1	1	
321	R	1	0	0	1	0	
322	B	0	0	0	1	0	
323	N	0	1	1	1	0	
324	N	0	1	1	1	0	
325	X	0	0	0	0	0	
326	M	0	1	1	0	1	
327	B	0	0	0	1	0	
328	N	0	1	1	1	0	
329	V	1	0	1	1	0	
330	V	1	0	1	1	0	
331	O	0	1	1	1	1	
332	U	1	0	1	0	1	
333	J	0	1	0	1	0	
334	X	0	0	0	0	0	
335	L	0	1	1	0	0	
336	I	0	1	0	0	1	
337	O	0	1	1	1	1	
338	V	1	0	1	1	0	
339	U	1	0	1	0	1	
340	W	1	0	1	1	1	
341	R	1	0	0	1	0	
342	B	0	0	0	1	0	
343	N	0	1	1	1	0	
344	N	0	1	1	1	0	
345	D	0	0	1	0	0	
346	M	0	1	1	0	1	
347	B	0	0	0	1	0	
348	H	0	1	0	0	0	
349	J	0	1	0	1	0	
350	H	0	1	0	0	0	
351	J	0	1	0	1	0	
352	H	0	1	0	0	0	
353	I	0	1	0	0	1	
354	L	0	1	1	0	0	
355	L	0	1	1	0	0	
356	I	0	1	0	0	1	
357	U	1	0	1	0	1	
358	Q	1	0	0	0	1	
359	F	0	0	1	1	0	
360	T	1	0	1	0	0	
361	X	0	0	0	0	0	
362	L	0	1	1	0	0	
363	I	0	1	0	0	1	
364	P	1	0	0	0	0	
365	K	0	1	0	1	1	
366	N	0	1	1	1	0	
367	L	0	1	1	0	0	
368	L	0	1	1	0	0	
369	L	0	1	1	0	0	
370	I	0	1	0	0	1	
371	O	0	1	1	1	1	
372	V	1	0	1	1	0	
373	V	1	0	1	1	0	
374	X	0	0	0	0	0	
375	L	0	1	1	0	0	
376	I	0	1	0	0	1	
377	O	0	1	1	1	1	
378	V	1	0	1	1	0	
379	U	1	0	1	0	1	
380	Z	1	1	0	0	0	
381	W	1	0	1	1	1	
382	C	0	0	0	1	1	
383	X	0	0	0	0	0	
384	L	0	1	1	0	0	
385	I	0	1	0	0	1	
386	P	1	0	0	0	0	
387	K	0	1	0	1	1	
388	N	0	1	1	1	0	
389	N	0	1	1	1	0	
390	K	0	1	0	1	1	
391	X	0	0	0	0	0	
392	N	0	1	1	1	0	
393	J	0	1	0	1	0	
394	G	0	0	1	1	1	
395	A	0	0	0	0	1	
396	L	0	1	1	0	0	
397	L	0	1	1	0	0	
398	E	0	0	1	0	1	
399	B	0	0	0	1	0	
400	L	0	1	1	0	0	
401	L	0	1	1	0	0	
402	B	0	0	0	1	0	
403	N	0	1	1	1	0	
404	H	0	1	0	0	0	
405	O	0	1	1	1	1	
406	U	1	0	1	0	1	
407	W	1	0	1	1	1	
408	X	0	0	0	0	0	
409	L	0	1	1	0	0	
410	I	0	1	0	0	1	
411	O	0	1	1	1	1	
412	X	0	0	0	0	0	
413	L	0	1	1	0	0	
414	I	0	1	0	0	1	
415	O	0	1	1	1	1	
416	V	1	0	1	1	0	
417	U	1	0	1	0	1	
418	U	1	0	1	0	1	
419	Q	1	0	0	0	1	
420	S	1	0	0	1	1	
421	L	0	1	1	0	0	
422	A	0	0	0	0	1	
423	L	0	1	1	0	0	
424	L	0	1	1	0	0	
425	I	0	1	0	0	1	
426	O	0	1	1	1	1	
427	V	1	0	1	1	0	
428	Z	1	1	0	0	0	
429	Z	1	1	0	0	0	
430	Z	1	1	0	0	0	
431	Q	1	0	0	0	1	
432	X	0	0	0	0	0	
433	N	0	1	1	1	0	
434	K	0	1	0	1	1	
435	S	1	0	0	1	1	
436	F	0	0	1	1	0	
437	N	0	1	1	1	0	
438	D	0	0	1	0	0	
439	L	0	1	1	0	0	
440	E	0	0	1	0	1	
441	R	1	0	0	1	0	
442	U	1	0	1	0	1	
443	L	0	1	1	0	0	
444	A	0	0	0	0	1	
445	L	0	1	1	0	0	
446	L	0	1	1	0	0	
447	I	0	1	0	0	1	
448	Q	1	0	0	0	1	
449	G	0	0	1	1	1	
450	L	0	1	1	0	0	
451	B	0	0	0	1	0	
452	N	0	1	1	1	0	
453	L	0	1	1	0	0	
454	B	0	0	0	1	0	
455	N	0	1	1	1	0	
456	H	0	1	0	0	0	
457	O	0	1	1	1	1	
458	V	1	0	1	1	0	
459	Z	1	1	0	0	0	
460	Q	1	0	0	0	1	
461	H	0	1	0	0	0	
462	O	0	1	1	1	1	
463	W	1	0	1	1	1	
464	N	0	1	1	1	0	
465	C	0	0	0	1	1	
466	L	0	1	1	0	0	
467	I	0	1	0	0	1	
468	Q	1	0	0	0	1	
469	H	0	1	0	0	0	
470	O	0	1	1	1	1	
471	V	1	0	1	1	0	
472	U	1	0	1	0	1	
473	Z	1	1	0	0	0	
474	U	1	0	1	0	1	
475	L	0	1	1	0	0	
476	A	0	0	0	0	1	
477	L	0	1	1	0	0	
478	L	0	1	1	0	0	
479	I	0	1	0	0	1	
480	Q	1	0	0	0	1	
481	X	0	0	0	0	0	
482	L	0	1	1	0	0	
483	I	0	1	0	0	1	
