Point	Label	1	2	3	4	5
1	L	0	1	1	0	0
2	I	0	1	0	0	1
3	Q	1	0	0	0	1
4	G	0	0	1	1	1
5	M	0	1	1	0	1
6	D	0	0	1	0	0
7	F	0	0	1	1	0
8	C	0	0	0	1	1
9	N	0	1	1	1	0
10	G	0	0	1	1	1
11	M	0	1	1	0	1
12	L	0	1	1	0	0
13	A	0	0	0	0	1
14	F	0	0	1	1	0
15	N	0	1	1	1	0
16	N	0	1	1	1	0
17	H	0	1	0	0	0
18	D	0	0	1	0	0
19	M	0	1	1	0	1
20	B	0	0	0	1	0
21	H	0	1	0	0	0
22	D	0	0	1	0	0
23	V	1	0	1	1	0
24	Z	1	1	0	0	0
25	S	1	0	0	1	1
26	F	0	0	1	1	0
27	N	0	1	1	1	0
28	C	0	0	0	1	1
29	G	0	0	1	1	1
30	L	0	1	1	0	0
31	L	0	1	1	0	0
32	M	0	1	1	0	1
33	D	0	0	1	0	0
34	F	0	0	1	1	0
35	D	0	0	1	0	0
36	E	0	0	1	0	1
37	K	0	1	0	1	1
38	N	0	1	1	1	0
39	N	0	1	1	1	0
40	K	0	1	0	1	1
41	T	1	0	1	0	0
42	I	0	1	0	0	1
43	L	0	1	1	0	0
44	N	0	1	1	1	0
45	N	0	1	1	1	0
46	N	0	1	1	1	0
47	K	0	1	0	1	1
48	S	1	0	0	1	1
49	E	0	0	1	0	1
50	T	1	0	1	0	0
51	I	0	1	0	0	1
52	L	0	1	1	0	0
53	L	0	1	1	0	0
54	J	0	1	0	1	0
55	F	0	0	1	1	0
56	C	0	0	0	1	1
57	N	0	1	1	1	0
58	M	0	1	1	0	1
59	B	0	0	0	1	0
60	H	0	1	0	0	0
61	I	0	1	0	0	1
62	L	0	1	1	0	0
63	M	0	1	1	0	1
64	D	0	0	1	0	0
65	L	0	1	1	0	0
66	Z	1	1	0	0	0
67	O	0	1	1	1	1
68	V	1	0	1	1	0
69	Z	1	1	0	0	0
70	Q	1	0	0	0	1
71	H	0	1	0	0	0
72	O	0	1	1	1	1
73	U	1	0	1	0	1
74	A	0	0	0	0	1
75	F	0	0	1	1	0
76	C	0	0	0	1	1
77	N	0	1	1	1	0
78	H	0	1	0	0	0
79	O	0	1	1	1	1
80	V	1	0	1	1	0
81	V	1	0	1	1	0
82	X	0	0	0	0	0
83	N	0	1	1	1	0
84	K	0	1	0	1	1
85	T	1	0	1	0	0
86	I	0	1	0	0	1
87	M	0	1	1	0	1
88	B	0	0	0	1	0
89	N	0	1	1	1	0
90	W	1	0	1	1	1
91	C	0	0	0	1	1
92	G	0	0	1	1	1
93	A	0	0	0	0	1
94	L	0	1	1	0	0
95	E	0	0	1	0	1
96	R	1	0	0	1	0
97	V	1	0	1	1	0
98	V	1	0	1	1	0
99	P	1	0	0	0	0
100	H	0	1	0	0	0
101	R	1	0	0	1	0
102	D	0	0	1	0	0
103	J	0	1	0	1	0
104	Z	1	1	0	0	0
105	O	0	1	1	1	1
106	V	1	0	1	1	0
107	I	0	1	0	0	1
108	A	0	0	0	0	1
109	L	0	1	1	0	0
110	M	0	1	1	0	1
111	D	0	0	1	0	0
112	J	0	1	0	1	0
113	U	1	0	1	0	1
114	Q	1	0	0	0	1
115	F	0	0	1	1	0
116	S	1	0	0	1	1
117	Z	1	1	0	0	0
118	W	1	0	1	1	1
119	M	0	1	1	0	1
120	O	0	1	1	1	1
121	R	1	0	0	1	0
122	B	0	0	0	1	0
123	N	0	1	1	1	0
124	M	0	1	1	0	1
125	B	0	0	0	1	0
126	H	0	1	0	0	0
127	I	0	1	0	0	1
128	L	0	1	1	0	0
129	L	0	1	1	0	0
130	I	0	1	0	0	1
131	Z	1	1	0	0	0
132	R	1	0	0	1	0
133	V	1	0	1	1	0
134	I	0	1	0	0	1
135	A	0	0	0	0	1
136	Q	1	0	0	0	1
137	F	0	0	1	1	0
138	R	1	0	0	1	0
139	W	1	0	1	1	1
140	J	0	1	0	1	0
141	F	0	0	1	1	0
142	C	0	0	0	1	1
143	X	0	0	0	0	0
144	L	0	1	1	0	0
145	I	0	1	0	0	1
146	Q	1	0	0	0	1
147	G	0	0	1	1	1
148	M	0	1	1	0	1
149	D	0	0	1	0	0
150	E	0	0	1	0	1
151	B	0	0	0	1	0
152	W	1	0	1	1	1
153	N	0	1	1	1	0
154	C	0	0	0	1	1
155	N	0	1	1	1	0
156	N	0	1	1	1	0
157	K	0	1	0	1	1
158	S	1	0	0	1	1
159	F	0	0	1	1	0
160	N	0	1	1	1	0
161	C	0	0	0	1	1
162	G	0	0	1	1	1
163	M	0	1	1	0	1
164	B	0	0	0	1	0
165	H	0	1	0	0	0
166	I	0	1	0	0	1
167	L	0	1	1	0	0
168	L	0	1	1	0	0
169	J	0	1	0	1	0
170	F	0	0	1	1	0
171	C	0	0	0	1	1
172	N	0	1	1	1	0
173	L	0	1	1	0	0
174	L	0	1	1	0	0
175	L	0	1	1	0	0
176	E	0	0	1	0	1
177	B	0	0	0	1	0
178	N	0	1	1	1	0
179	H	0	1	0	0	0
180	O	0	1	1	1	1
181	V	1	0	1	1	0
182	W	1	0	1	1	1
183	X	0	0	0	0	0
184	N	0	1	1	1	0
185	K	0	1	0	1	1
186	S	1	0	0	1	1
187	F	0	0	1	1	0
188	M	0	1	1	0	1
189	B	0	0	0	1	0
190	H	0	1	0	0	0
191	D	0	0	1	0	0
192	Z	1	1	0	0	0
193	R	1	0	0	1	0
194	R	1	0	0	1	0
195	V	1	0	1	1	0
196	U	1	0	1	0	1
197	Q	1	0	0	0	1
198	S	1	0	0	1	1
199	N	0	1	1	1	0
200	U	1	0	1	0	1
201	L	0	1	1	0	0
202	A	0	0	0	0	1
203	N	0	1	1	1	0
204	K	0	1	0	1	1
205	R	1	0	0	1	0
206	V	1	0	1	1	0
207	V	1	0	1	1	0
208	P	1	0	0	0	0
209	H	0	1	0	0	0
210	R	1	0	0	1	0
211	D	0	0	1	0	0
212	J	0	1	0	1	0
213	Z	1	1	0	0	0
214	X	0	0	0	0	0
215	L	0	1	1	0	0
216	I	0	1	0	0	1
217	K	0	1	0	1	1
218	N	0	1	1	1	0
219	N	0	1	1	1	0
220	K	0	1	0	1	1
221	R	1	0	0	1	0
222	V	1	0	1	1	0
223	V	1	0	1	1	0
224	O	0	1	1	1	1
225	Q	1	0	0	0	1
226	Z	1	1	0	0	0
227	V	1	0	1	1	0
228	V	1	0	1	1	0
229	O	0	1	1	1	1
230	V	1	0	1	1	0
231	I	0	1	0	0	1
232	A	0	0	0	0	1
233	X	0	0	0	0	0
234	L	0	1	1	0	0
235	I	0	1	0	0	1
236	Q	1	0	0	0	1
237	H	0	1	0	0	0
238	O	0	1	1	1	1
239	V	1	0	1	1	0
240	Z	1	1	0	0	0
241	O	0	1	1	1	1
242	V	1	0	1	1	0
243	V	1	0	1	1	0
244	R	1	0	0	1	0
245	Z	1	1	0	0	0
246	T	1	0	1	0	0
247	E	0	0	1	0	1
248	O	0	1	1	1	1
249	B	0	0	0	1	0
250	J	0	1	0	1	0
251	W	1	0	1	1	1
252	K	0	1	0	1	1
253	N	0	1	1	1	0
254	N	0	1	1	1	0
255	J	0	1	0	1	0
256	G	0	0	1	1	1
257	A	0	0	0	0	1
258	L	0	1	1	0	0
259	M	0	1	1	0	1
260	D	0	0	1	0	0
261	E	0	0	1	0	1
262	K	0	1	0	1	1
263	M	0	1	1	0	1
264	D	0	0	1	0	0
265	X	0	0	0	0	0
266	L	0	1	1	0	0
267	I	0	1	0	0	1
268	Q	1	0	0	0	1
269	G	0	0	1	1	1
270	L	0	1	1	0	0
271	A	0	0	0	0	1
272	F	0	0	1	1	0
273	E	0	0	1	0	1
274	B	0	0	0	1	0
275	N	0	1	1	1	0
276	H	0	1	0	0	0
277	O	0	1	1	1	1
278	U	1	0	1	0	1
279	A	0	0	0	0	1
280	F	0	0	1	1	0
281	C	0	0	0	1	1
282	N	0	1	1	1	0
283	H	0	1	0	0	0
284	P	1	0	0	0	0
285	J	0	1	0	1	0
286	F	0	0	1	1	0
287	C	0	0	0	1	1
288	L	0	1	1	0	0
289	N	0	1	1	1	0
290	N	0	1	1	1	0
291	H	0	1	0	0	0
292	D	0	0	1	0	0
293	L	0	1	1	0	0
294	E	0	0	1	0	1
295	T	1	0	1	0	0
296	J	0	1	0	1	0
297	G	0	0	1	1	1
298	A	0	0	0	0	1
299	N	0	1	1	1	0
300	H	0	1	0	0	0
301	D	0	0	1	0	0
302	M	0	1	1	0	1
303	L	0	1	1	0	0
304	E	0	0	1	0	1
305	R	1	0	0	1	0
306	U	1	0	1	0	1
307	L	0	1	1	0	0
308	L	0	1	1	0	0
309	X	0	0	0	0	0
310	N	0	1	1	1	0
311	K	0	1	0	1	1
312	T	1	0	1	0	0
313	I	0	1	0	0	1
314	M	0	1	1	0	1
315	B	0	0	0	1	0
316	N	0	1	1	1	0
317	W	1	0	1	1	1
318	C	0	0	0	1	1
319	G	0	0	1	1	1
320	B	0	0	0	1	0
321	H	0	1	0	0	0
322	D	0	0	1	0	0
323	V	1	0	1	1	0
324	V	1	0	1	1	0
325	O	0	1	1	1	1
326	X	0	0	0	0	0
327	L	0	1	1	0	0
328	I	0	1	0	0	1
329	P	1	0	0	0	0
330	K	0	1	0	1	1
331	N	0	1	1	1	0
332	L	0	1	1	0	0
333	K	0	1	0	1	1
334	N	0	1	1	1	0
335	N	0	1	1	1	0
336	I	0	1	0	0	1
337	L	0	1	1	0	0
338	M	0	1	1	0	1
339	D	0	0	1	0	0
340	L	0	1	1	0	0
341	V	1	0	1	1	0
342	V	1	0	1	1	0
343	T	1	0	1	0	0
344	X	0	0	0	0	0
345	N	0	1	1	1	0
346	I	0	1	0	0	1
347	L	0	1	1	0	0
348	L	0	1	1	0	0
349	I	0	1	0	0	1
350	O	0	1	1	1	1
351	V	1	0	1	1	0
352	Z	1	1	0	0	0
353	Q	1	0	0	0	1
354	O	0	1	1	1	1
355	V	1	0	1	1	0
356	V	1	0	1	1	0
357	R	1	0	0	1	0
358	U	1	0	1	0	1
359	Q	1	0	0	0	1
360	E	0	0	1	0	1
361	O	0	1	1	1	1
362	B	0	0	0	1	0
363	K	0	1	0	1	1
364	C	0	0	0	1	1
365	L	0	1	1	0	0
366	I	0	1	0	0	1
367	Z	1	1	0	0	0
368	Z	1	1	0	0	0
369	S	1	0	0	1	1
370	R	1	0	0	1	0
371	W	1	0	1	1	1
372	J	0	1	0	1	0
373	F	0	0	1	1	0
374	C	0	0	0	1	1
375	N	0	1	1	1	0
376	M	0	1	1	0	1
377	B	0	0	0	1	0
378	H	0	1	0	0	0
379	K	0	1	0	1	1
380	W	1	0	1	1	1
381	S	1	0	0	1	1
382	H	0	1	0	0	0
383	R	1	0	0	1	0
384	D	0	0	1	0	0
385	J	0	1	0	1	0
386	Z	1	1	0	0	0
387	Q	1	0	0	0	1
388	V	1	0	1	1	0
389	P	1	0	0	0	0
390	H	0	1	0	0	0
391	R	1	0	0	1	0
392	D	0	0	1	0	0
393	I	0	1	0	0	1
394	A	0	0	0	0	1
395	M	0	1	1	0	1
396	X	0	0	0	0	0
397	L	0	1	1	0	0
398	I	0	1	0	0	1
399	Q	1	0	0	0	1
400	G	0	0	1	1	1
401	L	0	1	1	0	0
402	A	0	0	0	0	1
403	F	0	0	1	1	0
404	N	0	1	1	1	0
405	N	0	1	1	1	0
406	L	0	1	1	0	0
407	L	0	1	1	0	0
408	E	0	0	1	0	1
409	B	0	0	0	1	0
410	N	0	1	1	1	0
411	G	0	0	1	1	1
412	L	0	1	1	0	0
413	X	0	0	0	0	0
414	M	0	1	1	0	1
415	D	0	0	1	0	0
416	L	0	1	1	0	0
417	U	1	0	1	0	1
418	A	0	0	0	0	1
419	F	0	0	1	1	0
420	C	0	0	0	1	1
421	N	0	1	1	1	0
422	H	0	1	0	0	0
423	O	0	1	1	1	1
424	V	1	0	1	1	0
425	V	1	0	1	1	0
426	R	1	0	0	1	0
427	V	1	0	1	1	0
428	I	0	1	0	0	1
429	A	0	0	0	0	1
430	Q	1	0	0	0	1
431	F	0	0	1	1	0
432	R	1	0	0	1	0
433	V	1	0	1	1	0
434	I	0	1	0	0	1
435	B	0	0	0	1	0
436	I	0	1	0	0	1
437	I	0	1	0	0	1
438	A	0	0	0	0	1
439	P	1	0	0	0	0
440	W	1	0	1	1	1
441	K	0	1	0	1	1
442	N	0	1	1	1	0
443	N	0	1	1	1	0
444	K	0	1	0	1	1
445	V	1	0	1	1	0
446	I	0	1	0	0	1
447	A	0	0	0	0	1
448	L	0	1	1	0	0
449	M	0	1	1	0	1
450	D	0	0	1	0	0
451	I	0	1	0	0	1
452	K	0	1	0	1	1
453	C	0	0	0	1	1
454	L	0	1	1	0	0
455	I	0	1	0	0	1
456	Z	1	1	0	0	0
457	S	1	0	0	1	1
458	W	1	0	1	1	1
459	S	1	0	0	1	1
460	Q	1	0	0	0	1
461	N	0	1	1	1	0
462	C	0	0	0	1	1
463	L	0	1	1	0	0
464	I	0	1	0	0	1
465	Q	1	0	0	0	1
466	G	0	0	1	1	1
467	L	0	1	1	0	0
468	B	0	0	0	1	0
469	N	0	1	1	1	0
470	H	0	1	0	0	0
471	P	1	0	0	0	0
472	J	0	1	0	1	0
473	F	0	0	1	1	0
474	C	0	0	0	1	1
475	N	0	1	1	1	0
476	N	0	1	1	1	0
477	H	0	1	0	0	0
478	D	0	0	1	0	0
479	N	0	1	1	1	0
480	N	0	1	1	1	0
481	D	0	0	1	0	0
482	M	0	1	1	0	1
483	B	0	0	0	1	0
484	H	0	1	0	0	0
485	D	0	0	1	0	0
486	Z	1	1	0	0	0
487	S	1	0	0	1	1
488	F	0	0	1	1	0
489	N	0	1	1	1	0
490	L	0	1	1	0	0
491	E	0	0	1	0	1
492	T	1	0	1	0	0
493	J	0	1	0	1	0
494	G	0	0	1	1	1
495	A	0	0	0	0	1
496	M	0	1	1	0	1
497	B	0	0	0	1	0
498	H	0	1	0	0	0
499	I	0	1	0	0	1
500	L	0	1	1	0	0
501	M	0	1	1	0	1
502	C	0	0	0	1	1
503	N	0	1	1	1	0
504	M	0	1	1	0	1
505	B	0	0	0	1	0
506	N	0	1	1	1	0
507	V	1	0	1	1	0
508	V	1	0	1	1	0
509	P	1	0	0	0	0
510	H	0	1	0	0	0
511	R	1	0	0	1	0
512	D	0	0	1	0	0
513	J	0	1	0	1	0
514	Z	1	1	0	0	0
515	O	0	1	1	1	1
516	V	1	0	1	1	0
517	K	0	1	0	1	1
