Point	Label	1	2	3	4	5
1	L	0	1	1	0	0
2	I	0	1	0	0	1
3	Q	1	0	0	0	1
4	G	0	0	1	1	1
5	L	0	1	1	0	0
6	A	0	0	0	0	1
7	F	0	0	1	1	0
8	N	0	1	1	1	0
9	N	0	1	1	1	0
10	H	0	1	0	0	0
11	D	0	0	1	0	0
12	L	0	1	1	0	0
13	E	0	0	1	0	1
14	R	1	0	0	1	0
15	V	1	0	1	1	0
16	V	1	0	1	1	0
17	O	0	1	1	1	1
18	U	1	0	1	0	1
19	I	0	1	0	0	1
20	L	0	1	1	0	0
21	L	0	1	1	0	0
22	I	0	1	0	0	1
23	Z	1	1	0	0	0
24	S	1	0	0	1	1
25	Z	1	1	0	0	0
26	Z	1	1	0	0	0
27	Q	1	0	0	0	1
28	G	0	0	1	1	1
29	L	0	1	1	0	0
30	B	0	0	0	1	0
31	N	0	1	1	1	0
32	L	0	1	1	0	0
33	B	0	0	0	1	0
34	N	0	1	1	1	0
35	H	0	1	0	0	0
36	O	0	1	1	1	1
37	U	1	0	1	0	1
38	A	0	0	0	0	1
39	F	0	0	1	1	0
40	C	0	0	0	1	1
41	N	0	1	1	1	0
42	H	0	1	0	0	0
43	O	0	1	1	1	1
44	W	1	0	1	1	1
45	N	0	1	1	1	0
46	C	0	0	0	1	1
47	L	0	1	1	0	0
48	J	0	1	0	1	0
49	F	0	0	1	1	0
50	C	0	0	0	1	1
51	N	0	1	1	1	0
52	M	0	1	1	0	1
53	B	0	0	0	1	0
54	H	0	1	0	0	0
55	K	0	1	0	1	1
56	T	1	0	1	0	0
57	I	0	1	0	0	1
58	M	0	1	1	0	1
59	B	0	0	0	1	0
60	N	0	1	1	1	0
61	W	1	0	1	1	1
62	C	0	0	0	1	1
63	G	0	0	1	1	1
64	A	0	0	0	0	1
65	L	0	1	1	0	0
66	E	0	0	1	0	1
67	R	1	0	0	1	0
68	V	1	0	1	1	0
69	V	1	0	1	1	0
70	P	1	0	0	0	0
71	H	0	1	0	0	0
72	R	1	0	0	1	0
73	D	0	0	1	0	0
74	I	0	1	0	0	1
75	A	0	0	0	0	1
76	L	0	1	1	0	0
77	L	0	1	1	0	0
78	I	0	1	0	0	1
79	U	1	0	1	0	1
80	Q	1	0	0	0	1
81	F	0	0	1	1	0
82	R	1	0	0	1	0
83	V	1	0	1	1	0
84	K	0	1	0	1	1
85	C	0	0	0	1	1
86	L	0	1	1	0	0
87	J	0	1	0	1	0
88	F	0	0	1	1	0
89	C	0	0	0	1	1
90	N	0	1	1	1	0
91	M	0	1	1	0	1
92	B	0	0	0	1	0
93	H	0	1	0	0	0
94	K	0	1	0	1	1
95	W	1	0	1	1	1
96	R	1	0	0	1	0
97	D	0	0	1	0	0
98	J	0	1	0	1	0
99	Z	1	1	0	0	0
100	Q	1	0	0	0	1
101	O	0	1	1	1	1
102	U	1	0	1	0	1
103	I	0	1	0	0	1
104	L	0	1	1	0	0
105	M	0	1	1	0	1
106	D	0	0	1	0	0
107	I	0	1	0	0	1
108	A	0	0	0	0	1
109	X	0	0	0	0	0
110	X	0	0	0	0	0
111	L	0	1	1	0	0
112	I	0	1	0	0	1
113	O	0	1	1	1	1
114	V	1	0	1	1	0
115	V	1	0	1	1	0
116	T	1	0	1	0	0
117	E	0	0	1	0	1
118	O	0	1	1	1	1
119	B	0	0	0	1	0
120	K	0	1	0	1	1
121	C	0	0	0	1	1
122	N	0	1	1	1	0
123	N	0	1	1	1	0
124	K	0	1	0	1	1
125	V	1	0	1	1	0
126	K	0	1	0	1	1
127	C	0	0	0	1	1
128	S	1	0	0	1	1
129	G	0	0	1	1	1
130	Q	1	0	0	0	1
131	Z	1	1	0	0	0
132	W	1	0	1	1	1
133	C	0	0	0	1	1
134	G	0	0	1	1	1
135	A	0	0	0	0	1
136	N	0	1	1	1	0
137	C	0	0	0	1	1
138	G	0	0	1	1	1
139	L	0	1	1	0	0
140	L	0	1	1	0	0
141	E	0	0	1	0	1
142	B	0	0	0	1	0
143	N	0	1	1	1	0
144	H	0	1	0	0	0
145	O	0	1	1	1	1
146	U	1	0	1	0	1
147	A	0	0	0	0	1
148	F	0	0	1	1	0
149	C	0	0	0	1	1
150	N	0	1	1	1	0
151	H	0	1	0	0	0
152	P	1	0	0	0	0
153	J	0	1	0	1	0
154	F	0	0	1	1	0
155	C	0	0	0	1	1
156	M	0	1	1	0	1
157	C	0	0	0	1	1
158	N	0	1	1	1	0
159	N	0	1	1	1	0
160	M	0	1	1	0	1
161	B	0	0	0	1	0
162	H	0	1	0	0	0
163	K	0	1	0	1	1
164	S	1	0	0	1	1
165	F	0	0	1	1	0
166	N	0	1	1	1	0
167	L	0	1	1	0	0
168	E	0	0	1	0	1
169	R	1	0	0	1	0
170	U	1	0	1	0	1
171	L	0	1	1	0	0
172	A	0	0	0	0	1
173	N	0	1	1	1	0
174	I	0	1	0	0	1
175	I	0	1	0	0	1
176	L	0	1	1	0	0
177	M	0	1	1	0	1
178	D	0	0	1	0	0
179	L	0	1	1	0	0
180	V	1	0	1	1	0
181	V	1	0	1	1	0
182	R	1	0	0	1	0
183	V	1	0	1	1	0
184	J	0	1	0	1	0
185	W	1	0	1	1	1
186	J	0	1	0	1	0
187	F	0	0	1	1	0
188	C	0	0	0	1	1
189	N	0	1	1	1	0
190	M	0	1	1	0	1
191	B	0	0	0	1	0
192	H	0	1	0	0	0
193	I	0	1	0	0	1
194	M	0	1	1	0	1
195	B	0	0	0	1	0
196	J	0	1	0	1	0
197	Z	1	1	0	0	0
198	P	1	0	0	0	0
199	H	0	1	0	0	0
200	R	1	0	0	1	0
201	X	0	0	0	0	0
202	X	0	0	0	0	0
203	L	0	1	1	0	0
204	I	0	1	0	0	1
205	Q	1	0	0	0	1
206	G	0	0	1	1	1
207	L	0	1	1	0	0
208	A	0	0	0	0	1
209	F	0	0	1	1	0
210	N	0	1	1	1	0
211	N	0	1	1	1	0
212	H	0	1	0	0	0
213	D	0	0	1	0	0
214	L	0	1	1	0	0
215	E	0	0	1	0	1
216	R	1	0	0	1	0
217	V	1	0	1	1	0
218	V	1	0	1	1	0
219	O	0	1	1	1	1
220	V	1	0	1	1	0
221	I	0	1	0	0	1
222	A	0	0	0	0	1
223	L	0	1	1	0	0
224	L	0	1	1	0	0
225	I	0	1	0	0	1
226	Z	1	1	0	0	0
227	S	1	0	0	1	1
228	Z	1	1	0	0	0
229	Z	1	1	0	0	0
230	Q	1	0	0	0	1
231	G	0	0	1	1	1
232	M	0	1	1	0	1
233	D	0	0	1	0	0
234	E	0	0	1	0	1
235	B	0	0	0	1	0
236	W	1	0	1	1	1
237	N	0	1	1	1	0
238	C	0	0	0	1	1
239	L	0	1	1	0	0
240	J	0	1	0	1	0
241	F	0	0	1	1	0
242	C	0	0	0	1	1
243	N	0	1	1	1	0
244	M	0	1	1	0	1
245	B	0	0	0	1	0
246	H	0	1	0	0	0
247	K	0	1	0	1	1
248	T	1	0	1	0	0
249	I	0	1	0	0	1
250	M	0	1	1	0	1
251	B	0	0	0	1	0
252	N	0	1	1	1	0
253	W	1	0	1	1	1
254	C	0	0	0	1	1
255	G	0	0	1	1	1
256	A	0	0	0	0	1
257	L	0	1	1	0	0
258	E	0	0	1	0	1
259	R	1	0	0	1	0
260	V	1	0	1	1	0
261	V	1	0	1	1	0
262	P	1	0	0	0	0
263	H	0	1	0	0	0
264	R	1	0	0	1	0
265	D	0	0	1	0	0
266	C	0	0	0	1	1
267	T	1	0	1	0	0
268	U	1	0	1	0	1
269	J	0	1	0	1	0
270	G	0	0	1	1	1
271	A	0	0	0	0	1
272	L	0	1	1	0	0
273	M	0	1	1	0	1
274	D	0	0	1	0	0
275	E	0	0	1	0	1
276	K	0	1	0	1	1
277	M	0	1	1	0	1
278	D	0	0	1	0	0
279	J	0	1	0	1	0
280	Z	1	1	0	0	0
281	T	1	0	1	0	0
282	E	0	0	1	0	1
283	P	1	0	0	0	0
284	V	1	0	1	1	0
285	I	0	1	0	0	1
286	A	0	0	0	0	1
287	X	0	0	0	0	0
288	X	0	0	0	0	0
289	L	0	1	1	0	0
290	I	0	1	0	0	1
291	Q	1	0	0	0	1
292	G	0	0	1	1	1
293	L	0	1	1	0	0
294	A	0	0	0	0	1
295	F	0	0	1	1	0
296	N	0	1	1	1	0
297	N	0	1	1	1	0
298	H	0	1	0	0	0
299	D	0	0	1	0	0
300	L	0	1	1	0	0
301	E	0	0	1	0	1
302	R	1	0	0	1	0
303	V	1	0	1	1	0
304	V	1	0	1	1	0
305	O	0	1	1	1	1
306	U	1	0	1	0	1
307	I	0	1	0	0	1
308	L	0	1	1	0	0
309	L	0	1	1	0	0
310	I	0	1	0	0	1
311	Z	1	1	0	0	0
312	S	1	0	0	1	1
313	Z	1	1	0	0	0
314	Z	1	1	0	0	0
315	Q	1	0	0	0	1
316	G	0	0	1	1	1
317	M	0	1	1	0	1
318	D	0	0	1	0	0
319	E	0	0	1	0	1
320	B	0	0	0	1	0
321	W	1	0	1	1	1
322	N	0	1	1	1	0
323	C	0	0	0	1	1
324	L	0	1	1	0	0
325	J	0	1	0	1	0
326	F	0	0	1	1	0
327	C	0	0	0	1	1
328	N	0	1	1	1	0
329	M	0	1	1	0	1
330	B	0	0	0	1	0
331	H	0	1	0	0	0
332	I	0	1	0	0	1
333	M	0	1	1	0	1
334	B	0	0	0	1	0
335	N	0	1	1	1	0
336	W	1	0	1	1	1
337	C	0	0	0	1	1
338	G	0	0	1	1	1
339	A	0	0	0	0	1
340	L	0	1	1	0	0
341	E	0	0	1	0	1
342	R	1	0	0	1	0
343	W	1	0	1	1	1
344	D	0	0	1	0	0
345	Z	1	1	0	0	0
346	T	1	0	1	0	0
347	R	1	0	0	1	0
348	V	1	0	1	1	0
349	V	1	0	1	1	0
350	P	1	0	0	0	0
351	H	0	1	0	0	0
352	R	1	0	0	1	0
353	D	0	0	1	0	0
354	I	0	1	0	0	1
355	A	0	0	0	0	1
356	N	0	1	1	1	0
357	J	0	1	0	1	0
358	G	0	0	1	1	1
359	A	0	0	0	0	1
360	L	0	1	1	0	0
361	M	0	1	1	0	1
362	D	0	0	1	0	0
363	E	0	0	1	0	1
364	I	0	1	0	0	1
365	Z	1	1	0	0	0
366	S	1	0	0	1	1
367	V	1	0	1	1	0
368	T	1	0	1	0	0
369	E	0	0	1	0	1
370	O	0	1	1	1	1
371	B	0	0	0	1	0
372	K	0	1	0	1	1
373	C	0	0	0	1	1
374	L	0	1	1	0	0
375	I	0	1	0	0	1
376	U	1	0	1	0	1
377	O	0	1	1	1	1
378	B	0	0	0	1	0
379	J	0	1	0	1	0
380	W	1	0	1	1	1
381	K	0	1	0	1	1
382	N	0	1	1	1	0
383	N	0	1	1	1	0
384	K	0	1	0	1	1
385	V	1	0	1	1	0
386	K	0	1	0	1	1
387	C	0	0	0	1	1
388	S	1	0	0	1	1
389	X	0	0	0	0	0
390	X	0	0	0	0	0
391	L	0	1	1	0	0
392	I	0	1	0	0	1
393	Q	1	0	0	0	1
394	G	0	0	1	1	1
395	L	0	1	1	0	0
396	A	0	0	0	0	1
397	F	0	0	1	1	0
398	N	0	1	1	1	0
399	N	0	1	1	1	0
400	H	0	1	0	0	0
401	D	0	0	1	0	0
402	L	0	1	1	0	0
403	E	0	0	1	0	1
404	R	1	0	0	1	0
405	V	1	0	1	1	0
406	V	1	0	1	1	0
407	O	0	1	1	1	1
408	U	1	0	1	0	1
409	I	0	1	0	0	1
410	L	0	1	1	0	0
411	L	0	1	1	0	0
412	I	0	1	0	0	1
413	Z	1	1	0	0	0
414	S	1	0	0	1	1
415	Z	1	1	0	0	0
416	Z	1	1	0	0	0
417	Q	1	0	0	0	1
418	G	0	0	1	1	1
419	L	0	1	1	0	0
420	B	0	0	0	1	0
421	N	0	1	1	1	0
422	H	0	1	0	0	0
423	O	0	1	1	1	1
424	U	1	0	1	0	1
425	A	0	0	0	0	1
426	F	0	0	1	1	0
427	C	0	0	0	1	1
428	N	0	1	1	1	0
429	H	0	1	0	0	0
430	O	0	1	1	1	1
431	W	1	0	1	1	1
432	N	0	1	1	1	0
433	C	0	0	0	1	1
434	L	0	1	1	0	0
435	J	0	1	0	1	0
436	F	0	0	1	1	0
437	C	0	0	0	1	1
438	N	0	1	1	1	0
439	N	0	1	1	1	0
440	H	0	1	0	0	0
441	D	0	0	1	0	0
442	M	0	1	1	0	1
443	B	0	0	0	1	0
444	G	0	0	1	1	1
445	B	0	0	0	1	0
446	H	0	1	0	0	0
447	D	0	0	1	0	0
448	U	1	0	1	0	1
449	L	0	1	1	0	0
450	A	0	0	0	0	1
451	N	0	1	1	1	0
452	K	0	1	0	1	1
453	S	1	0	0	1	1
454	E	0	0	1	0	1
455	R	1	0	0	1	0
456	U	1	0	1	0	1
457	L	0	1	1	0	0
458	A	0	0	0	0	1
459	N	0	1	1	1	0
460	J	0	1	0	1	0
461	G	0	0	1	1	1
462	A	0	0	0	0	1
463	M	0	1	1	0	1
464	B	0	0	0	1	0
465	H	0	1	0	0	0
466	K	0	1	0	1	1
467	R	1	0	0	1	0
468	V	1	0	1	1	0
469	V	1	0	1	1	0
470	P	1	0	0	0	0
471	H	0	1	0	0	0
472	R	1	0	0	1	0
473	D	0	0	1	0	0
474	I	0	1	0	0	1
475	A	0	0	0	0	1
476	L	0	1	1	0	0
477	L	0	1	1	0	0
478	I	0	1	0	0	1
479	Z	1	1	0	0	0
480	S	1	0	0	1	1
481	V	1	0	1	1	0
482	T	1	0	1	0	0
483	E	0	0	1	0	1
484	O	0	1	1	1	1
485	B	0	0	0	1	0
486	K	0	1	0	1	1
487	C	0	0	0	1	1
488	N	0	1	1	1	0
489	N	0	1	1	1	0
490	J	0	1	0	1	0
491	G	0	0	1	1	1
492	A	0	0	0	0	1
493	L	0	1	1	0	0
494	M	0	1	1	0	1
495	D	0	0	1	0	0
496	E	0	0	1	0	1
497	K	0	1	0	1	1
498	M	0	1	1	0	1
499	D	0	0	1	0	0
500	J	0	1	0	1	0
501	U	1	0	1	0	1
502	O	0	1	1	1	1
503	B	0	0	0	1	0
504	J	0	1	0	1	0
505	Z	1	1	0	0	0
506	S	1	0	0	1	1
507	W	1	0	1	1	1
508	S	1	0	0	1	1
509	P	1	0	0	0	0
510	R	1	0	0	1	0
511	P	1	0	0	0	0
512	W	1	0	1	1	1
513	V	1	0	1	1	0
514	R	1	0	0	1	0
515	W	1	0	1	1	1
516	K	0	1	0	1	1
517	N	0	1	1	1	0
