Point	Label	1	2	3	4	5	
1	N	0	1	1	1	0	
2	K	0	1	0	1	1	
3	R	1	0	0	1	0	
4	V	1	0	1	1	0	
5	V	1	0	1	1	0	
6	O	0	1	1	1	1	
7	V	1	0	1	1	0	
8	K	0	1	0	1	1	
9	C	0	0	0	1	1	
10	S	1	0	0	1	1	
11	G	0	0	1	1	1	
12	O	0	1	1	1	1	
13	V	1	0	1	1	0	
14	K	0	1	0	1	1	
15	I	0	1	0	0	1	
16	A	0	0	0	0	1	
17	L	0	1	1	0	0	
18	L	0	1	1	0	0	
19	I	0	1	0	0	1	
20	V	1	0	1	1	0	
21	I	0	1	0	0	1	
22	A	0	0	0	0	1	
23	Q	1	0	0	0	1	
24	F	0	0	1	1	0	
25	S	1	0	0	1	1	
26	Z	1	1	0	0	0	
27	Z	1	1	0	0	0	
28	Q	1	0	0	0	1	
29	G	0	0	1	1	1	
30	L	0	1	1	0	0	
31	A	0	0	0	0	1	
32	F	0	0	1	1	0	
33	N	0	1	1	1	0	
34	N	0	1	1	1	0	
35	H	0	1	0	0	0	
36	D	0	0	1	0	0	
37	L	0	1	1	0	0	
38	E	0	0	1	0	1	
39	R	1	0	0	1	0	
40	V	1	0	1	1	0	
41	W	1	0	1	1	1	
42	W	1	0	1	1	1	
43	R	1	0	0	1	0	
44	B	0	0	0	1	0	
45	N	0	1	1	1	0	
46	L	0	1	1	0	0	
47	L	0	1	1	0	0	
48	N	0	1	1	1	0	
49	L	0	1	1	0	0	
50	L	0	1	1	0	0	
51	B	0	0	0	1	0	
52	N	0	1	1	1	0	
53	M	0	1	1	0	1	
54	B	0	0	0	1	0	
55	H	0	1	0	0	0	
56	K	0	1	0	1	1	
57	W	1	0	1	1	1	
58	R	1	0	0	1	0	
59	D	0	0	1	0	0	
60	I	0	1	0	0	1	
61	A	0	0	0	0	1	
62	L	0	1	1	0	0	
63	M	0	1	1	0	1	
64	D	0	0	1	0	0	
65	I	0	1	0	0	1	
66	A	0	0	0	0	1	
67	Q	1	0	0	0	1	
68	F	0	0	1	1	0	
69	R	1	0	0	1	0	
70	V	1	0	1	1	0	
71	I	0	1	0	0	1	
72	A	0	0	0	0	1	
73	P	1	0	0	0	0	
74	W	1	0	1	1	1	
75	J	0	1	0	1	0	
76	F	0	0	1	1	0	
77	C	0	0	0	1	1	
78	L	0	1	1	0	0	
79	A	0	0	0	0	1	
80	S	1	0	0	1	1	
81	Q	1	0	0	0	1	
82	L	0	1	1	0	0	
83	U	1	0	1	0	1	
84	A	0	0	0	0	1	
85	F	0	0	1	1	0	
86	C	0	0	0	1	1	
87	N	0	1	1	1	0	
88	H	0	1	0	0	0	
89	O	0	1	1	1	1	
90	W	1	0	1	1	1	
91	N	0	1	1	1	0	
92	C	0	0	0	1	1	
93	L	0	1	1	0	0	
94	I	0	1	0	0	1	
95	Q	1	0	0	0	1	
96	G	0	0	1	1	1	
97	L	0	1	1	0	0	
98	A	0	0	0	0	1	
99	F	0	0	1	1	0	
100	M	0	1	1	0	1	
101	D	0	0	1	0	0	
102	E	0	0	1	0	1	
103	K	0	1	0	1	1	
104	N	0	1	1	1	0	
105	M	0	1	1	0	1	
106	B	0	0	0	1	0	
107	N	0	1	1	1	0	
108	Z	1	1	0	0	0	
109	T	1	0	1	0	0	
110	I	0	1	0	0	1	
111	N	0	1	1	1	0	
112	N	0	1	1	1	0	
113	K	0	1	0	1	1	
114	I	0	1	0	0	1	
115	N	0	1	1	1	0	
116	K	0	1	0	1	1	
117	S	1	0	0	1	1	
118	F	0	0	1	1	0	
119	N	0	1	1	1	0	
120	C	0	0	0	1	1	
121	G	0	0	1	1	1	
122	M	0	1	1	0	1	
123	B	0	0	0	1	0	
124	H	0	1	0	0	0	
125	K	0	1	0	1	1	
126	R	1	0	0	1	0	
127	V	1	0	1	1	0	
128	W	1	0	1	1	1	
129	Z	1	1	0	0	0	
130	W	1	0	1	1	1	
131	C	0	0	0	1	1	
132	G	0	0	1	1	1	
133	A	0	0	0	0	1	
134	X	0	0	0	0	0	
135	X	0	0	0	0	0	
136	M	0	1	1	0	1	
137	D	0	0	1	0	0	
138	L	0	1	1	0	0	
139	V	1	0	1	1	0	
140	V	1	0	1	1	0	
141	T	1	0	1	0	0	
142	E	0	0	1	0	1	
143	O	0	1	1	1	1	
144	B	0	0	0	1	0	
145	K	0	1	0	1	1	
146	C	0	0	0	1	1	
147	N	0	1	1	1	0	
148	N	0	1	1	1	0	
149	K	0	1	0	1	1	
150	V	1	0	1	1	0	
151	K	0	1	0	1	1	
152	C	0	0	0	1	1	
153	S	1	0	0	1	1	
154	G	0	0	1	1	1	
155	Q	1	0	0	0	1	
156	Z	1	1	0	0	0	
157	Z	1	1	0	0	0	
158	S	1	0	0	1	1	
159	F	0	0	1	1	0	
160	N	0	1	1	1	0	
161	C	0	0	0	1	1	
162	G	0	0	1	1	1	
163	L	0	1	1	0	0	
164	L	0	1	1	0	0	
165	E	0	0	1	0	1	
166	B	0	0	0	1	0	
167	N	0	1	1	1	0	
168	H	0	1	0	0	0	
169	O	0	1	1	1	1	
170	U	1	0	1	0	1	
171	A	0	0	0	0	1	
172	F	0	0	1	1	0	
173	C	0	0	0	1	1	
174	N	0	1	1	1	0	
175	H	0	1	0	0	0	
176	O	0	1	1	1	1	
177	W	1	0	1	1	1	
178	N	0	1	1	1	0	
179	C	0	0	0	1	1	
180	L	0	1	1	0	0	
181	I	0	1	0	0	1	
182	Q	1	0	0	0	1	
183	G	0	0	1	1	1	
184	L	0	1	1	0	0	
185	A	0	0	0	0	1	
186	F	0	0	1	1	0	
187	M	0	1	1	0	1	
188	D	0	0	1	0	0	
189	E	0	0	1	0	1	
190	K	0	1	0	1	1	
191	N	0	1	1	1	0	
192	N	0	1	1	1	0	
193	K	0	1	0	1	1	
194	R	1	0	0	1	0	
195	V	1	0	1	1	0	
196	U	1	0	1	0	1	
197	Q	1	0	0	0	1	
198	S	1	0	0	1	1	
