Point	Label	1	2	3	4	5	
199	N	0	1	1	1	0	
200	W	1	0	1	1	1	
201	C	0	0	0	1	1	
202	G	0	0	1	1	1	
203	A	0	0	0	0	1	
204	L	0	1	1	0	0	
205	E	0	0	1	0	1	
206	R	1	0	0	1	0	
207	U	1	0	1	0	1	
208	L	0	1	1	0	0	
209	A	0	0	0	0	1	
210	N	0	1	1	1	0	
211	K	0	1	0	1	1	
212	T	1	0	1	0	0	
213	I	0	1	0	0	1	
214	N	0	1	1	1	0	
215	N	0	1	1	1	0	
216	K	0	1	0	1	1	
217	S	1	0	0	1	1	
218	F	0	0	1	1	0	
219	N	0	1	1	1	0	
220	D	0	0	1	0	0	
221	L	0	1	1	0	0	
222	E	0	0	1	0	1	
223	R	1	0	0	1	0	
224	U	1	0	1	0	1	
225	L	0	1	1	0	0	
226	A	0	0	0	0	1	
227	N	0	1	1	1	0	
228	K	0	1	0	1	1	
229	S	1	0	0	1	1	
230	F	0	0	1	1	0	
231	N	0	1	1	1	0	
232	D	0	0	1	0	0	
233	L	0	1	1	0	0	
234	E	0	0	1	0	1	
235	R	1	0	0	1	0	
236	U	1	0	1	0	1	
237	L	0	1	1	0	0	
238	A	0	0	0	0	1	
239	N	0	1	1	1	0	
240	K	0	1	0	1	1	
241	I	0	1	0	0	1	
242	N	0	1	1	1	0	
243	N	0	1	1	1	0	
244	K	0	1	0	1	1	
245	I	0	1	0	0	1	
246	L	0	1	1	0	0	
247	N	0	1	1	1	0	
248	L	0	1	1	0	0	
249	L	0	1	1	0	0	
250	K	0	1	0	1	1	
251	K	0	1	0	1	1	
252	N	0	1	1	1	0	
253	N	0	1	1	1	0	
254	J	0	1	0	1	0	
255	G	0	0	1	1	1	
256	A	0	0	0	0	1	
257	L	0	1	1	0	0	
258	L	0	1	1	0	0	
259	E	0	0	1	0	1	
260	B	0	0	0	1	0	
261	N	0	1	1	1	0	
262	H	0	1	0	0	0	
263	O	0	1	1	1	1	
264	V	1	0	1	1	0	
265	V	1	0	1	1	0	
266	R	1	0	0	1	0	
267	V	1	0	1	1	0	
268	I	0	1	0	0	1	
269	A	0	0	0	0	1	
270	P	1	0	0	0	0	
271	W	1	0	1	1	1	
272	K	0	1	0	1	1	
273	N	0	1	1	1	0	
274	M	0	1	1	0	1	
275	B	0	0	0	1	0	
276	K	0	1	0	1	1	
277	C	0	0	0	1	1	
278	T	1	0	1	0	0	
279	U	1	0	1	0	1	
280	J	0	1	0	1	0	
281	G	0	0	1	1	1	
282	A	0	0	0	0	1	
283	L	0	1	1	0	0	
284	L	0	1	1	0	0	
285	B	0	0	0	1	0	
286	N	0	1	1	1	0	
287	M	0	1	1	0	1	
288	B	0	0	0	1	0	
289	H	0	1	0	0	0	
290	J	0	1	0	1	0	
291	G	0	0	1	1	1	
292	A	0	0	0	0	1	
293	L	0	1	1	0	0	
294	L	0	1	1	0	0	
295	B	0	0	0	1	0	
296	N	0	1	1	1	0	
297	L	0	1	1	0	0	
298	B	0	0	0	1	0	
299	N	0	1	1	1	0	
300	M	0	1	1	0	1	
301	B	0	0	0	1	0	
302	H	0	1	0	0	0	
303	J	0	1	0	1	0	
304	H	0	1	0	0	0	
305	K	0	1	0	1	1	
306	W	1	0	1	1	1	
307	S	1	0	0	1	1	
308	G	0	0	1	1	1	
309	O	0	1	1	1	1	
310	V	1	0	1	1	0	
311	I	0	1	0	0	1	
312	A	0	0	0	0	1	
313	L	0	1	1	0	0	
314	L	0	1	1	0	0	
315	J	0	1	0	1	0	
316	F	0	0	1	1	0	
317	X	0	0	0	0	0	
318	X	0	0	0	0	0	
319	M	0	1	1	0	1	
320	D	0	0	1	0	0	
321	L	0	1	1	0	0	
322	U	1	0	1	0	1	
323	A	0	0	0	0	1	
324	F	0	0	1	1	0	
325	C	0	0	0	1	1	
326	L	0	1	1	0	0	
327	A	0	0	0	0	1	
328	F	0	0	1	1	0	
329	N	0	1	1	1	0	
330	N	0	1	1	1	0	
331	H	0	1	0	0	0	
332	D	0	0	1	0	0	
333	L	0	1	1	0	0	
334	E	0	0	1	0	1	
335	R	1	0	0	1	0	
336	W	1	0	1	1	1	
337	C	0	0	0	1	1	
338	G	0	0	1	1	1	
339	A	0	0	0	0	1	
340	L	0	1	1	0	0	
341	E	0	0	1	0	1	
342	R	1	0	0	1	0	
343	V	1	0	1	1	0	
344	U	1	0	1	0	1	
345	O	0	1	1	1	1	
346	D	0	0	1	0	0	
347	L	0	1	1	0	0	
348	M	0	1	1	0	1	
349	D	0	0	1	0	0	
350	E	0	0	1	0	1	
351	I	0	1	0	0	1	
352	U	1	0	1	0	1	
353	O	0	1	1	1	1	
354	B	0	0	0	1	0	
355	K	0	1	0	1	1	
356	C	0	0	0	1	1	
357	N	0	1	1	1	0	
358	N	0	1	1	1	0	
359	K	0	1	0	1	1	
360	V	1	0	1	1	0	
361	K	0	1	0	1	1	
362	C	0	0	0	1	1	
363	S	1	0	0	1	1	
364	G	0	0	1	1	1	
365	Q	1	0	0	0	1	
366	Z	1	1	0	0	0	
367	U	1	0	1	0	1	
368	L	0	1	1	0	0	
369	A	0	0	0	0	1	
370	N	0	1	1	1	0	
371	K	0	1	0	1	1	
372	T	1	0	1	0	0	
373	J	0	1	0	1	0	
374	G	0	0	1	1	1	
375	A	0	0	0	0	1	
376	L	0	1	1	0	0	
377	L	0	1	1	0	0	
378	E	0	0	1	0	1	
379	B	0	0	0	1	0	
380	N	0	1	1	1	0	
381	H	0	1	0	0	0	
382	O	0	1	1	1	1	
383	V	1	0	1	1	0	
384	V	1	0	1	1	0	
385	T	1	0	1	0	0	
386	E	0	0	1	0	1	
387	O	0	1	1	1	1	
388	B	0	0	0	1	0	
389	J	0	1	0	1	0	
390	Z	1	1	0	0	0	
391	S	1	0	0	1	1	
392	W	1	0	1	1	1	
393	S	1	0	0	1	1	
394	Q	1	0	0	0	1	
395	N	0	1	1	1	0	
396	C	0	0	0	1	1	
397	L	0	1	1	0	0	
398	I	0	1	0	0	1	
399	Q	1	0	0	0	1	
400	G	0	0	1	1	1	
401	L	0	1	1	0	0	
402	A	0	0	0	0	1	
403	F	0	0	1	1	0	
404	M	0	1	1	0	1	
405	D	0	0	1	0	0	
406	E	0	0	1	0	1	
407	I	0	1	0	0	1	
408	O	0	1	1	1	1	
409	V	1	0	1	1	0	
410	V	1	0	1	1	0	
411	R	1	0	0	1	0	
412	W	1	0	1	1	1	
413	K	0	1	0	1	1	
414	N	0	1	1	1	0	
415	N	0	1	1	1	0	
416	K	0	1	0	1	1	
417	Z	1	1	0	0	0	
418	Q	1	0	0	0	1	
419	Z	1	1	0	0	0	
420	U	1	0	1	0	1	
421	L	0	1	1	0	0	
422	B	0	0	0	1	0	
423	N	0	1	1	1	0	
424	V	1	0	1	1	0	
425	V	1	0	1	1	0	
426	O	0	1	1	1	1	
427	W	1	0	1	1	1	
428	R	1	0	0	1	0	
429	D	0	0	1	0	0	
430	I	0	1	0	0	1	
431	A	0	0	0	0	1	
432	N	0	1	1	1	0	
433	K	0	1	0	1	1	
434	Z	1	1	0	0	0	
435	Q	1	0	0	0	1	
436	U	1	0	1	0	1	
437	O	0	1	1	1	1	
438	D	0	0	1	0	0	
439	L	0	1	1	0	0	
440	M	0	1	1	0	1	
441	D	0	0	1	0	0	
442	E	0	0	1	0	1	
443	K	0	1	0	1	1	
444	N	0	1	1	1	0	
445	N	0	1	1	1	0	
446	J	0	1	0	1	0	
447	G	0	0	1	1	1	
448	F	0	0	1	1	0	
449	X	0	0	0	0	0	
450	X	0	0	0	0	0	
451	L	0	1	1	0	0	
452	I	0	1	0	0	1	
453	O	0	1	1	1	1	
454	V	1	0	1	1	0	
455	V	1	0	1	1	0	
456	R	1	0	0	1	0	
457	V	1	0	1	1	0	
458	I	0	1	0	0	1	
459	A	0	0	0	0	1	
460	Q	1	0	0	0	1	
461	F	0	0	1	1	0	
462	R	1	0	0	1	0	
463	V	1	0	1	1	0	
464	K	0	1	0	1	1	
465	C	0	0	0	1	1	
466	N	0	1	1	1	0	
467	N	0	1	1	1	0	
468	K	0	1	0	1	1	
469	V	1	0	1	1	0	
470	K	0	1	0	1	1	
471	C	0	0	0	1	1	
472	S	1	0	0	1	1	
473	G	0	0	1	1	1	
474	Q	1	0	0	0	1	
475	Z	1	1	0	0	0	
476	W	1	0	1	1	1	
477	C	0	0	0	1	1	
478	G	0	0	1	1	1	
479	A	0	0	0	0	1	
480	N	0	1	1	1	0	
481	C	0	0	0	1	1	
482	G	0	0	1	1	1	
483	L	0	1	1	0	0	
484	L	0	1	1	0	0	
485	E	0	0	1	0	1	
486	B	0	0	0	1	0	
487	N	0	1	1	1	0	
488	H	0	1	0	0	0	
489	O	0	1	1	1	1	
490	U	1	0	1	0	1	
491	A	0	0	0	0	1	
492	F	0	0	1	1	0	
493	C	0	0	0	1	1	
494	N	0	1	1	1	0	
495	H	0	1	0	0	0	
496	O	0	1	1	1	1	
497	W	1	0	1	1	1	
498	N	0	1	1	1	0	
499	C	0	0	0	1	1	
500	L	0	1	1	0	0	
501	I	0	1	0	0	1	
502	Q	1	0	0	0	1	
503	G	0	0	1	1	1	
504	L	0	1	1	0	0	
505	A	0	0	0	0	1	
506	F	0	0	1	1	0	
507	N	0	1	1	1	0	
508	M	0	1	1	0	1	
509	B	0	0	0	1	0	
510	H	0	1	0	0	0	
511	I	0	1	0	0	1	
512	L	0	1	1	0	0	
513	M	0	1	1	0	1	
514	C	0	0	0	1	1	
515	N	0	1	1	1	0	
516	M	0	1	1	0	1	
517	B	0	0	0	1	0	
518	N	0	1	1	1	0	
519	W	1	0	1	1	1	
520	C	0	0	0	1	1	
521	G	0	0	1	1	1	
522	A	0	0	0	0	1	
523	L	0	1	1	0	0	
524	E	0	0	1	0	1	
525	R	1	0	0	1	0	
526	V	1	0	1	1	0	
527	U	1	0	1	0	1	
528	O	0	1	1	1	1	
529	D	0	0	1	0	0	
530	L	0	1	1	0	0	
531	M	0	1	1	0	1	
532	D	0	0	1	0	0	
533	E	0	0	1	0	1	
534	I	0	1	0	0	1	
535	U	1	0	1	0	1	
536	O	0	1	1	1	1	
537	B	0	0	0	1	0	
538	K	0	1	0	1	1	
539	C	0	0	0	1	1	
540	N	0	1	1	1	0	
541	N	0	1	1	1	0	
542	K	0	1	0	1	1	
543	V	1	0	1	1	0	
544	I	0	1	0	0	1	
545	A	0	0	0	0	1	
546	N	0	1	1	1	0	
547	J	0	1	0	1	0	
548	G	0	0	1	1	1	
549	A	0	0	0	0	1	
550	N	0	1	1	1	0	
551	C	0	0	0	1	1	
552	Q	1	0	0	0	1	
553	R	1	0	0	1	0	
554	R	1	0	0	1	0	
555	O	0	1	1	1	1	
556	C	0	0	0	1	1	
557	Q	1	0	0	0	1	
558	S	1	0	0	1	1	
559	N	0	1	1	1	0	
560	W	1	0	1	1	1	
561	D	0	0	1	0	0	
562	V	1	0	1	1	0	
563	V	1	0	1	1	0	
564	P	1	0	0	0	0	
565	H	0	1	0	0	0	
566	R	1	0	0	1	0	
567	D	0	0	1	0	0	
568	J	0	1	0	1	0	
569	W	1	0	1	1	1	
570	S	1	0	0	1	1	
571	G	0	0	1	1	1	
572	O	0	1	1	1	1	
573	V	1	0	1	1	0	
574	J	0	1	0	1	0	
575	Z	1	1	0	0	0	
576	Q	1	0	0	0	1	
577	Z	1	1	0	0	0	
578	Z	1	1	0	0	0	
579	T	1	0	1	0	0	
580	I	0	1	0	0	1	
581	L	0	1	1	0	0	
582	L	0	1	1	0	0	
583	J	0	1	0	1	0	
584	F	0	0	1	1	0	
585	C	0	0	0	1	1	
586	X	0	0	0	0	0	
587	X	0	0	0	0	0	
588	L	0	1	1	0	0	
589	J	0	1	0	1	0	
590	F	0	0	1	1	0	
591	C	0	0	0	1	1	
592	N	0	1	1	1	0	
593	N	0	1	1	1	0	
594	H	0	1	0	0	0	
595	D	0	0	1	0	0	
596	L	0	1	1	0	0	
597	E	0	0	1	0	1	
598	R	1	0	0	1	0	
599	V	1	0	1	1	0	
600	W	1	0	1	1	1	
601	V	1	0	1	1	0	
602	R	1	0	0	1	0	
603	V	1	0	1	1	0	
604	K	0	1	0	1	1	
605	C	0	0	0	1	1	
606	N	0	1	1	1	0	
607	N	0	1	1	1	0	
608	K	0	1	0	1	1	
609	W	1	0	1	1	1	
610	R	1	0	0	1	0	
611	D	0	0	1	0	0	
612	I	0	1	0	0	1	
613	B	0	0	0	1	0	
614	K	0	1	0	1	1	
615	C	0	0	0	1	1	
616	S	1	0	0	1	1	
617	G	0	0	1	1	1	
618	Q	1	0	0	0	1	
619	Z	1	1	0	0	0	
620	W	1	0	1	1	1	
621	C	0	0	0	1	1	
622	G	0	0	1	1	1	
623	A	0	0	0	0	1	
624	L	0	1	1	0	0	
625	E	0	0	1	0	1	
626	R	1	0	0	1	0	
627	V	1	0	1	1	0	
628	U	1	0	1	0	1	
629	O	0	1	1	1	1	
630	D	0	0	1	0	0	
631	L	0	1	1	0	0	
632	M	0	1	1	0	1	
633	D	0	0	1	0	0	
634	E	0	0	1	0	1	
635	K	0	1	0	1	1	
636	N	0	1	1	1	0	
637	N	0	1	1	1	0	
638	K	0	1	0	1	1	
639	V	1	0	1	1	0	
640	I	0	1	0	0	1	
641	A	0	0	0	0	1	
642	N	0	1	1	1	0	
643	K	0	1	0	1	1	
644	Z	1	1	0	0	0	
645	Q	1	0	0	0	1	
646	Z	1	1	0	0	0	
647	U	1	0	1	0	1	
648	L	0	1	1	0	0	
649	A	0	0	0	0	1	
650	N	0	1	1	1	0	
651	K	0	1	0	1	1	
652	S	1	0	0	1	1	
653	F	0	0	1	1	0	
654	N	0	1	1	1	0	
655	D	0	0	1	0	0	
656	L	0	1	1	0	0	
657	E	0	0	1	0	1	
658	R	1	0	0	1	0	
659	U	1	0	1	0	1	
660	L	0	1	1	0	0	
661	A	0	0	0	0	1	
662	N	0	1	1	1	0	
663	K	0	1	0	1	1	
664	S	1	0	0	1	1	
665	F	0	0	1	1	0	
666	N	0	1	1	1	0	
667	C	0	0	0	1	1	
668	G	0	0	1	1	1	
669	M	0	1	1	0	1	
670	B	0	0	0	1	0	
671	H	0	1	0	0	0	
672	I	0	1	0	0	1	
673	L	0	1	1	0	0	
674	L	0	1	1	0	0	
675	I	0	1	0	0	1	
676	O	0	1	1	1	1	
677	V	1	0	1	1	0	
678	V	1	0	1	1	0	
679	T	1	0	1	0	0	
680	E	0	0	1	0	1	
681	O	0	1	1	1	1	
682	B	0	0	0	1	0	
683	K	0	1	0	1	1	
684	C	0	0	0	1	1	
685	N	0	1	1	1	0	
686	N	0	1	1	1	0	
687	J	0	1	0	1	0	
688	G	0	0	1	1	1	
689	A	0	0	0	0	1	
690	L	0	1	1	0	0	
691	L	0	1	1	0	0	
692	A	0	0	0	0	1	
693	S	1	0	0	1	1	
694	Q	1	0	0	0	1	
695	N	0	1	1	1	0	
696	C	0	0	0	1	1	
697	L	0	1	1	0	0	
698	I	0	1	0	0	1	
699	Q	1	0	0	0	1	
700	G	0	0	1	1	1	
701	L	0	1	1	0	0	
702	A	0	0	0	0	1	
703	F	0	0	1	1	0	
704	M	0	1	1	0	1	
705	D	0	0	1	0	0	
706	E	0	0	1	0	1	
707	I	0	1	0	0	1	
708	O	0	1	1	1	1	
709	V	1	0	1	1	0	
710	W	1	0	1	1	1	
711	R	1	0	0	1	0	
712	A	0	0	0	0	1	
713	S	1	0	0	1	1	
714	Q	1	0	0	0	1	
715	L	0	1	1	0	0	
716	U	1	0	1	0	1	
717	A	0	0	0	0	1	
718	F	0	0	1	1	0	
719	C	0	0	0	1	1	
720	M	0	1	1	0	1	
721	D	0	0	1	0	0	
722	E	0	0	1	0	1	
723	B	0	0	0	1	0	
724	W	1	0	1	1	1	
725	M	0	1	1	0	1	
726	O	0	1	1	1	1	
727	R	1	0	0	1	0	
728	B	0	0	0	1	0	
729	N	0	1	1	1	0	
730	M	0	1	1	0	1	
731	B	0	0	0	1	0	
732	H	0	1	0	0	0	
733	J	0	1	0	1	0	
734	X	0	0	0	0	0	
735	X	0	0	0	0	0	
736	L	0	1	1	0	0	
737	I	0	1	0	0	1	
738	Q	1	0	0	0	1	
739	G	0	0	1	1	1	
740	L	0	1	1	0	0	
741	A	0	0	0	0	1	
742	F	0	0	1	1	0	
743	N	0	1	1	1	0	
744	N	0	1	1	1	0	
745	H	0	1	0	0	0	
746	D	0	0	1	0	0	
747	L	0	1	1	0	0	
748	E	0	0	1	0	1	
749	R	1	0	0	1	0	
750	V	1	0	1	1	0	
751	V	1	0	1	1	0	
752	O	0	1	1	1	1	
753	V	1	0	1	1	0	
754	I	0	1	0	0	1	
755	A	0	0	0	0	1	
756	N	0	1	1	1	0	
757	K	0	1	0	1	1	
758	W	1	0	1	1	1	
759	R	1	0	0	1	0	
760	D	0	0	1	0	0	
761	I	0	1	0	0	1	
762	A	0	0	0	0	1	
763	L	0	1	1	0	0	
764	L	0	1	1	0	0	
765	I	0	1	0	0	1	
766	U	1	0	1	0	1	
767	Q	1	0	0	0	1	
768	F	0	0	1	1	0	
769	S	1	0	0	1	1	
770	Z	1	1	0	0	0	
771	Z	1	1	0	0	0	
772	P	1	0	0	0	0	
773	K	0	1	0	1	1	
774	N	0	1	1	1	0	
775	N	0	1	1	1	0	
776	K	0	1	0	1	1	
777	R	1	0	0	1	0	
778	V	1	0	1	1	0	
779	V	1	0	1	1	0	
780	P	1	0	0	0	0	
781	H	0	1	0	0	0	
782	R	1	0	0	1	0	
783	D	0	0	1	0	0	
784	I	0	1	0	0	1	
785	A	0	0	0	0	1	
786	N	0	1	1	1	0	
787	K	0	1	0	1	1	
788	Z	1	1	0	0	0	
789	Q	1	0	0	0	1	
790	U	1	0	1	0	1	
791	O	0	1	1	1	1	
792	D	0	0	1	0	0	
793	L	0	1	1	0	0	
794	M	0	1	1	0	1	
795	D	0	0	1	0	0	
796	E	0	0	1	0	1	
797	I	0	1	0	0	1	
798	U	1	0	1	0	1	
799	O	0	1	1	1	1	
800	B	0	0	0	1	0	
801	K	0	1	0	1	1	
802	C	0	0	0	1	1	
803	L	0	1	1	0	0	
804	I	0	1	0	0	1	
805	Z	1	1	0	0	0	
806	S	1	0	0	1	1	
807	R	1	0	0	1	0	
808	V	1	0	1	1	0	
809	K	0	1	0	1	1	
810	C	0	0	0	1	1	
811	N	0	1	1	1	0	
812	N	0	1	1	1	0	
813	J	0	1	0	1	0	
814	G	0	0	1	1	1	
815	A	0	0	0	0	1	
816	N	0	1	1	1	0	
817	C	0	0	0	1	1	
818	Q	1	0	0	0	1	
819	S	1	0	0	1	1	
820	N	0	1	1	1	0	
821	W	1	0	1	1	1	
822	C	0	0	0	1	1	
823	G	0	0	1	1	1	
824	A	0	0	0	0	1	
825	L	0	1	1	0	0	
826	E	0	0	1	0	1	
827	R	1	0	0	1	0	
828	U	1	0	1	0	1	
829	L	0	1	1	0	0	
830	A	0	0	0	0	1	
831	N	0	1	1	1	0	
832	K	0	1	0	1	1	
833	S	1	0	0	1	1	
834	E	0	0	1	0	1	
835	R	1	0	0	1	0	
836	U	1	0	1	0	1	
837	L	0	1	1	0	0	
838	A	0	0	0	0	1	
839	N	0	1	1	1	0	
840	J	0	1	0	1	0	
841	G	0	0	1	1	1	
842	A	0	0	0	0	1	
843	L	0	1	1	0	0	
844	L	0	1	1	0	0	
845	E	0	0	1	0	1	
846	B	0	0	0	1	0	
847	N	0	1	1	1	0	
848	H	0	1	0	0	0	
849	O	0	1	1	1	1	
850	U	1	0	1	0	1	
851	A	0	0	0	0	1	
852	F	0	0	1	1	0	
853	C	0	0	0	1	1	
854	N	0	1	1	1	0	
855	H	0	1	0	0	0	
856	O	0	1	1	1	1	
857	W	1	0	1	1	1	
858	N	0	1	1	1	0	
859	C	0	0	0	1	1	
860	L	0	1	1	0	0	
861	I	0	1	0	0	1	
862	Q	1	0	0	0	1	
863	H	0	1	0	0	0	
864	O	0	1	1	1	1	
865	W	1	0	1	1	1	
866	N	0	1	1	1	0	
867	C	0	0	0	1	1	
868	L	0	1	1	0	0	
869	I	0	1	0	0	1	
870	Q	1	0	0	0	1	
871	H	0	1	0	0	0	
872	O	0	1	1	1	1	
873	W	1	0	1	1	1	
874	N	0	1	1	1	0	
875	C	0	0	0	1	1	
876	L	0	1	1	0	0	
877	I	0	1	0	0	1	
878	Q	1	0	0	0	1	
879	G	0	0	1	1	1	
880	L	0	1	1	0	0	
881	A	0	0	0	0	1	
882	F	0	0	1	1	0	
883	M	0	1	1	0	1	
884	D	0	0	1	0	0	
885	E	0	0	1	0	1	
886	X	0	0	0	0	0	
887	X	0	0	0	0	0	
