Point	Label	1	2	3	4	5	
1	L	0	1	1	0	0	
2	I	0	1	0	0	1	
3	Q	1	0	0	0	1	
4	G	0	0	1	1	1	
5	L	0	1	1	0	0	
6	A	0	0	0	0	1	
7	F	0	0	1	1	0	
8	N	0	1	1	1	0	
9	N	0	1	1	1	0	
10	H	0	1	0	0	0	
11	D	0	0	1	0	0	
12	L	0	1	1	0	0	
13	E	0	0	1	0	1	
14	R	1	0	0	1	0	
15	W	1	0	1	1	1	
16	C	0	0	0	1	1	
17	G	0	0	1	1	1	
18	A	0	0	0	0	1	
19	L	0	1	1	0	0	
20	E	0	0	1	0	1	
21	T	1	0	1	0	0	
22	I	0	1	0	0	1	
23	L	0	1	1	0	0	
24	M	0	1	1	0	1	
25	D	0	0	1	0	0	
26	L	0	1	1	0	0	
27	V	1	0	1	1	0	
28	V	1	0	1	1	0	
29	T	1	0	1	0	0	
30	E	0	0	1	0	1	
31	O	0	1	1	1	1	
32	B	0	0	0	1	0	
33	K	0	1	0	1	1	
34	C	0	0	0	1	1	
35	L	0	1	1	0	0	
36	I	0	1	0	0	1	
37	Z	1	1	0	0	0	
38	S	1	0	0	1	1	
39	Z	1	1	0	0	0	
40	Z	1	1	0	0	0	
41	Q	1	0	0	0	1	
42	G	0	0	1	1	1	
43	L	0	1	1	0	0	
44	B	0	0	0	1	0	
45	N	0	1	1	1	0	
46	H	0	1	0	0	0	
47	O	0	1	1	1	1	
48	V	1	0	1	1	0	
49	Z	1	1	0	0	0	
50	Z	1	1	0	0	0	
51	Q	1	0	0	0	1	
52	H	0	1	0	0	0	
53	O	0	1	1	1	1	
54	U	1	0	1	0	1	
55	A	0	0	0	0	1	
56	F	0	0	1	1	0	
57	C	0	0	0	1	1	
58	N	0	1	1	1	0	
59	H	0	1	0	0	0	
60	O	0	1	1	1	1	
61	W	1	0	1	1	1	
62	N	0	1	1	1	0	
63	C	0	0	0	1	1	
64	L	0	1	1	0	0	
65	I	0	1	0	0	1	
66	Q	1	0	0	0	1	
67	H	0	1	0	0	0	
68	O	0	1	1	1	1	
69	W	1	0	1	1	1	
70	N	0	1	1	1	0	
71	C	0	0	0	1	1	
72	L	0	1	1	0	0	
73	I	0	1	0	0	1	
74	K	0	1	0	1	1	
75	N	0	1	1	1	0	
76	L	0	1	1	0	0	
77	I	0	1	0	0	1	
78	Q	1	0	0	0	1	
79	H	0	1	0	0	0	
80	O	0	1	1	1	1	
81	W	1	0	1	1	1	
82	N	0	1	1	1	0	
83	C	0	0	0	1	1	
84	L	0	1	1	0	0	
85	I	0	1	0	0	1	
86	Q	1	0	0	0	1	
87	H	0	1	0	0	0	
88	P	1	0	0	0	0	
89	K	0	1	0	1	1	
90	L	0	1	1	0	0	
91	L	0	1	1	0	0	
92	I	0	1	0	0	1	
93	K	0	1	0	1	1	
94	L	0	1	1	0	0	
95	L	0	1	1	0	0	
96	I	0	1	0	0	1	
97	Q	1	0	0	0	1	
98	H	0	1	0	0	0	
99	O	0	1	1	1	1	
100	W	1	0	1	1	1	
101	N	0	1	1	1	0	
102	C	0	0	0	1	1	
103	L	0	1	1	0	0	
104	J	0	1	0	1	0	
105	F	0	0	1	1	0	
106	C	0	0	0	1	1	
107	L	0	1	1	0	0	
108	N	0	1	1	1	0	
109	N	0	1	1	1	0	
110	L	0	1	1	0	0	
111	N	0	1	1	1	0	
112	L	0	1	1	0	0	
113	N	0	1	1	1	0	
114	N	0	1	1	1	0	
115	N	0	1	1	1	0	
116	L	0	1	1	0	0	
117	N	0	1	1	1	0	
118	L	0	1	1	0	0	
119	L	0	1	1	0	0	
120	L	0	1	1	0	0	
121	N	0	1	1	1	0	
122	M	0	1	1	0	1	
123	B	0	0	0	1	0	
124	H	0	1	0	0	0	
125	I	0	1	0	0	1	
126	L	0	1	1	0	0	
127	M	0	1	1	0	1	
128	C	0	0	0	1	1	
129	N	0	1	1	1	0	
130	N	0	1	1	1	0	
131	K	0	1	0	1	1	
132	I	0	1	0	0	1	
133	N	0	1	1	1	0	
134	N	0	1	1	1	0	
135	I	0	1	0	0	1	
136	I	0	1	0	0	1	
137	L	0	1	1	0	0	
138	L	0	1	1	0	0	
139	N	0	1	1	1	0	
140	N	0	1	1	1	0	
141	I	0	1	0	0	1	
142	N	0	1	1	1	0	
143	N	0	1	1	1	0	
144	K	0	1	0	1	1	
145	T	1	0	1	0	0	
146	I	0	1	0	0	1	
147	M	0	1	1	0	1	
148	B	0	0	0	1	0	
149	N	0	1	1	1	0	
150	V	1	0	1	1	0	
151	V	1	0	1	1	0	
152	O	0	1	1	1	1	
153	V	1	0	1	1	0	
154	K	0	1	0	1	1	
155	C	0	0	0	1	1	
156	T	1	0	1	0	0	
157	U	1	0	1	0	1	
158	I	0	1	0	0	1	
159	L	0	1	1	0	0	
160	L	0	1	1	0	0	
161	I	0	1	0	0	1	
162	U	1	0	1	0	1	
163	O	0	1	1	1	1	
164	B	0	0	0	1	0	
165	J	0	1	0	1	0	
166	Z	1	1	0	0	0	
167	S	1	0	0	1	1	
168	V	1	0	1	1	0	
169	R	1	0	0	1	0	
170	Z	1	1	0	0	0	
171	S	1	0	0	1	1	
172	R	1	0	0	1	0	
173	Z	1	1	0	0	0	
174	S	1	0	0	1	1	
175	R	1	0	0	1	0	
176	W	1	0	1	1	1	
177	J	0	1	0	1	0	
178	F	0	0	1	1	0	
179	C	0	0	0	1	1	
180	N	0	1	1	1	0	
181	N	0	1	1	1	0	
182	D	0	0	1	0	0	
183	L	0	1	1	0	0	
184	L	0	1	1	0	0	
185	N	0	1	1	1	0	
186	N	0	1	1	1	0	
187	L	0	1	1	0	0	
188	L	0	1	1	0	0	
189	N	0	1	1	1	0	
190	N	0	1	1	1	0	
191	D	0	0	1	0	0	
192	L	0	1	1	0	0	
193	L	0	1	1	0	0	
194	B	0	0	0	1	0	
195	N	0	1	1	1	0	
196	M	0	1	1	0	1	
197	B	0	0	0	1	0	
198	H	0	1	0	0	0	
199	I	0	1	0	0	1	
200	L	0	1	1	0	0	
201	M	0	1	1	0	1	
202	C	0	0	0	1	1	
203	M	0	1	1	0	1	
204	C	0	0	0	1	1	
205	M	0	1	1	0	1	
206	C	0	0	0	1	1	
207	N	0	1	1	1	0	
208	M	0	1	1	0	1	
209	B	0	0	0	1	0	
210	K	0	1	0	1	1	
211	C	0	0	0	1	1	
212	S	1	0	0	1	1	
213	G	0	0	1	1	1	
214	X	0	0	0	0	0	
215	X	0	0	0	0	0	
216	M	0	1	1	0	1	
217	D	0	0	1	0	0	
218	L	0	1	1	0	0	
219	U	1	0	1	0	1	
220	A	0	0	0	0	1	
221	F	0	0	1	1	0	
222	C	0	0	0	1	1	
223	L	0	1	1	0	0	
224	B	0	0	0	1	0	
225	N	0	1	1	1	0	
226	G	0	0	1	1	1	
227	L	0	1	1	0	0	
228	A	0	0	0	0	1	
229	F	0	0	1	1	0	
230	N	0	1	1	1	0	
231	N	0	1	1	1	0	
232	H	0	1	0	0	0	
233	D	0	0	1	0	0	
234	L	0	1	1	0	0	
235	F	0	0	1	1	0	
236	N	0	1	1	1	0	
237	D	0	0	1	0	0	
238	L	0	1	1	0	0	
239	N	0	1	1	1	0	
240	D	0	0	1	0	0	
241	L	0	1	1	0	0	
242	F	0	0	1	1	0	
243	N	0	1	1	1	0	
244	D	0	0	1	0	0	
245	L	0	1	1	0	0	
246	F	0	0	1	1	0	
247	N	0	1	1	1	0	
248	D	0	0	1	0	0	
249	L	0	1	1	0	0	
250	F	0	0	1	1	0	
251	N	0	1	1	1	0	
252	D	0	0	1	0	0	
253	L	0	1	1	0	0	
254	N	0	1	1	1	0	
255	D	0	0	1	0	0	
256	L	0	1	1	0	0	
257	E	0	0	1	0	1	
258	R	1	0	0	1	0	
259	V	1	0	1	1	0	
260	V	1	0	1	1	0	
261	O	0	1	1	1	1	
262	V	1	0	1	1	0	
263	K	0	1	0	1	1	
264	C	0	0	0	1	1	
265	S	1	0	0	1	1	
266	G	0	0	1	1	1	
267	O	0	1	1	1	1	
268	V	1	0	1	1	0	
269	K	0	1	0	1	1	
270	C	0	0	0	1	1	
271	S	1	0	0	1	1	
272	G	0	0	1	1	1	
273	O	0	1	1	1	1	
274	V	1	0	1	1	0	
275	J	0	1	0	1	0	
276	Z	1	1	0	0	0	
277	P	1	0	0	0	0	
278	G	0	0	1	1	1	
279	O	0	1	1	1	1	
280	V	1	0	1	1	0	
281	J	0	1	0	1	0	
282	W	1	0	1	1	1	
283	S	1	0	0	1	1	
284	G	0	0	1	1	1	
285	O	0	1	1	1	1	
286	V	1	0	1	1	0	
287	I	0	1	0	0	1	
288	A	0	0	0	0	1	
289	L	0	1	1	0	0	
290	L	0	1	1	0	0	
291	I	0	1	0	0	1	
292	U	1	0	1	0	1	
293	O	0	1	1	1	1	
294	B	0	0	0	1	0	
295	K	0	1	0	1	1	
296	C	0	0	0	1	1	
297	L	0	1	1	0	0	
298	I	0	1	0	0	1	
299	U	1	0	1	0	1	
300	O	0	1	1	1	1	
301	B	0	0	0	1	0	
302	J	0	1	0	1	0	
303	Z	1	1	0	0	0	
304	S	1	0	0	1	1	
305	Z	1	1	0	0	0	
306	Z	1	1	0	0	0	
307	Q	1	0	0	0	1	
308	H	0	1	0	0	0	
309	P	1	0	0	0	0	
310	K	0	1	0	1	1	
311	N	0	1	1	1	0	
312	N	0	1	1	1	0	
313	K	0	1	0	1	1	
314	R	1	0	0	1	0	
315	V	1	0	1	1	0	
316	W	1	0	1	1	1	
317	U	1	0	1	0	1	
318	Q	1	0	0	0	1	
319	S	1	0	0	1	1	
320	N	0	1	1	1	0	
321	W	1	0	1	1	1	
322	C	0	0	0	1	1	
323	G	0	0	1	1	1	
324	A	0	0	0	0	1	
325	L	0	1	1	0	0	
326	E	0	0	1	0	1	
327	R	1	0	0	1	0	
328	U	1	0	1	0	1	
329	L	0	1	1	0	0	
330	A	0	0	0	0	1	
331	N	0	1	1	1	0	
332	K	0	1	0	1	1	
333	I	0	1	0	0	1	
334	L	0	1	1	0	0	
335	N	0	1	1	1	0	
336	J	0	1	0	1	0	
337	G	0	0	1	1	1	
338	A	0	0	0	0	1	
339	L	0	1	1	0	0	
340	M	0	1	1	0	1	
341	D	0	0	1	0	0	
342	E	0	0	1	0	1	
343	I	0	1	0	0	1	
344	O	0	1	1	1	1	
345	V	1	0	1	1	0	
346	V	1	0	1	1	0	
347	T	1	0	1	0	0	
348	E	0	0	1	0	1	
349	O	0	1	1	1	1	
350	B	0	0	0	1	0	
351	K	0	1	0	1	1	
352	I	0	1	0	0	1	
353	B	0	0	0	1	0	
354	J	0	1	0	1	0	
355	Z	1	1	0	0	0	
356	S	1	0	0	1	1	
357	R	1	0	0	1	0	
358	Z	1	1	0	0	0	
359	S	1	0	0	1	1	
360	R	1	0	0	1	0	
361	Z	1	1	0	0	0	
362	S	1	0	0	1	1	
363	R	1	0	0	1	0	
364	V	1	0	1	1	0	
365	K	0	1	0	1	1	
366	C	0	0	0	1	1	
367	L	0	1	1	0	0	
368	I	0	1	0	0	1	
369	Z	1	1	0	0	0	
370	S	1	0	0	1	1	
371	R	1	0	0	1	0	
372	W	1	0	1	1	1	
373	J	0	1	0	1	0	
374	F	0	0	1	1	0	
375	C	0	0	0	1	1	
376	N	0	1	1	1	0	
377	N	0	1	1	1	0	
378	D	0	0	1	0	0	
379	M	0	1	1	0	1	
380	B	0	0	0	1	0	
381	H	0	1	0	0	0	
382	J	0	1	0	1	0	
383	X	0	0	0	0	0	
384	X	0	0	0	0	0	
385	L	0	1	1	0	0	
386	J	0	1	0	1	0	
387	F	0	0	1	1	0	
388	C	0	0	0	1	1	
389	L	0	1	1	0	0	
390	E	0	0	1	0	1	
391	B	0	0	0	1	0	
392	N	0	1	1	1	0	
393	H	0	1	0	0	0	
394	O	0	1	1	1	1	
395	V	1	0	1	1	0	
396	U	1	0	1	0	1	
397	U	1	0	1	0	1	
398	O	0	1	1	1	1	
399	D	0	0	1	0	0	
400	L	0	1	1	0	0	
401	M	0	1	1	0	1	
402	D	0	0	1	0	0	
403	E	0	0	1	0	1	
404	I	0	1	0	0	1	
405	U	1	0	1	0	1	
406	O	0	1	1	1	1	
407	B	0	0	0	1	0	
408	J	0	1	0	1	0	
409	Z	1	1	0	0	0	
410	S	1	0	0	1	1	
411	Z	1	1	0	0	0	
412	Z	1	1	0	0	0	
413	Q	1	0	0	0	1	
414	G	0	0	1	1	1	
415	L	0	1	1	0	0	
416	B	0	0	0	1	0	
417	N	0	1	1	1	0	
418	H	0	1	0	0	0	
419	O	0	1	1	1	1	
420	U	1	0	1	0	1	
421	A	0	0	0	0	1	
422	F	0	0	1	1	0	
423	C	0	0	0	1	1	
424	N	0	1	1	1	0	
425	H	0	1	0	0	0	
426	O	0	1	1	1	1	
427	W	1	0	1	1	1	
428	N	0	1	1	1	0	
429	C	0	0	0	1	1	
430	L	0	1	1	0	0	
431	I	0	1	0	0	1	
432	O	0	1	1	1	1	
433	V	1	0	1	1	0	
434	V	1	0	1	1	0	
435	T	1	0	1	0	0	
436	E	0	0	1	0	1	
437	O	0	1	1	1	1	
438	B	0	0	0	1	0	
439	K	0	1	0	1	1	
440	C	0	0	0	1	1	
441	N	0	1	1	1	0	
442	M	0	1	1	0	1	
443	B	0	0	0	1	0	
444	K	0	1	0	1	1	
445	C	0	0	0	1	1	
446	S	1	0	0	1	1	
447	G	0	0	1	1	1	
448	O	0	1	1	1	1	
449	V	1	0	1	1	0	
450	K	0	1	0	1	1	
451	C	0	0	0	1	1	
452	T	1	0	1	0	0	
453	Z	1	1	0	0	0	
454	Q	1	0	0	0	1	
455	U	1	0	1	0	1	
456	O	0	1	1	1	1	
457	D	0	0	1	0	0	
458	L	0	1	1	0	0	
459	M	0	1	1	0	1	
460	C	0	0	0	1	1	
461	N	0	1	1	1	0	
462	N	0	1	1	1	0	
463	D	0	0	1	0	0	
464	L	0	1	1	0	0	
465	M	0	1	1	0	1	
466	C	0	0	0	1	1	
467	N	0	1	1	1	0	
468	N	0	1	1	1	0	
469	D	0	0	1	0	0	
470	L	0	1	1	0	0	
471	L	0	1	1	0	0	
472	B	0	0	0	1	0	
473	N	0	1	1	1	0	
474	M	0	1	1	0	1	
475	B	0	0	0	1	0	
476	H	0	1	0	0	0	
477	J	0	1	0	1	0	
478	H	0	1	0	0	0	
479	K	0	1	0	1	1	
480	Z	1	1	0	0	0	
481	Q	1	0	0	0	1	
482	Z	1	1	0	0	0	
483	Z	1	1	0	0	0	
