Point	Label	1	2	3	4	5	
1	L	0	1	1	0	0	
2	I	0	1	0	0	1	
3	O	0	1	1	1	1	
4	V	1	0	1	1	0	
5	V	1	0	1	1	0	
6	R	1	0	0	1	0	
7	V	1	0	1	1	0	
8	K	0	1	0	1	1	
9	C	0	0	0	1	1	
10	L	0	1	1	0	0	
11	I	0	1	0	0	1	
12	U	1	0	1	0	1	
13	O	0	1	1	1	1	
14	B	0	0	0	1	0	
15	K	0	1	0	1	1	
16	C	0	0	0	1	1	
17	N	0	1	1	1	0	
18	N	0	1	1	1	0	
19	K	0	1	0	1	1	
20	W	1	0	1	1	1	
21	R	1	0	0	1	0	
22	D	0	0	1	0	0	
23	I	0	1	0	0	1	
24	A	0	0	0	0	1	
25	N	0	1	1	1	0	
26	K	0	1	0	1	1	
27	W	1	0	1	1	1	
28	S	1	0	0	1	1	
29	G	0	0	1	1	1	
30	Q	1	0	0	0	1	
31	Z	1	1	0	0	0	
32	Z	1	1	0	0	0	
33	S	1	0	0	1	1	
34	F	0	0	1	1	0	
35	N	0	1	1	1	0	
36	D	0	0	1	0	0	
37	L	0	1	1	0	0	
38	E	0	0	1	0	1	
39	R	1	0	0	1	0	
40	V	1	0	1	1	0	
41	W	1	0	1	1	1	
42	W	1	0	1	1	1	
43	T	1	0	1	0	0	
44	U	1	0	1	0	1	
45	Z	1	1	0	0	0	
46	Z	1	1	0	0	0	
47	S	1	0	0	1	1	
48	F	0	0	1	1	0	
49	N	0	1	1	1	0	
50	C	0	0	0	1	1	
51	G	0	0	1	1	1	
52	L	0	1	1	0	0	
53	L	0	1	1	0	0	
54	E	0	0	1	0	1	
55	A	0	0	0	0	1	
56	E	0	0	1	0	1	
57	B	0	0	0	1	0	
58	M	0	1	1	0	1	
59	D	0	0	1	0	0	
60	E	0	0	1	0	1	
61	B	0	0	0	1	0	
62	W	1	0	1	1	1	
63	N	0	1	1	1	0	
64	C	0	0	0	1	1	
65	N	0	1	1	1	0	
66	N	0	1	1	1	0	
67	K	0	1	0	1	1	
68	T	1	0	1	0	0	
69	I	0	1	0	0	1	
70	L	0	1	1	0	0	
71	L	0	1	1	0	0	
72	I	0	1	0	0	1	
73	P	1	0	0	0	0	
74	K	0	1	0	1	1	
75	N	0	1	1	1	0	
76	N	0	1	1	1	0	
77	K	0	1	0	1	1	
78	R	1	0	0	1	0	
79	V	1	0	1	1	0	
80	W	1	0	1	1	1	
81	Z	1	1	0	0	0	
82	Z	1	1	0	0	0	
83	Q	1	0	0	0	1	
84	H	0	1	0	0	0	
85	O	0	1	1	1	1	
86	W	1	0	1	1	1	
87	N	0	1	1	1	0	
88	C	0	0	0	1	1	
89	N	0	1	1	1	0	
90	N	0	1	1	1	0	
91	K	0	1	0	1	1	
92	S	1	0	0	1	1	
93	E	0	0	1	0	1	
94	R	1	0	0	1	0	
95	V	1	0	1	1	0	
96	W	1	0	1	1	1	
97	W	1	0	1	1	1	
98	S	1	0	0	1	1	
99	Q	1	0	0	0	1	
100	N	0	1	1	1	0	
101	C	0	0	0	1	1	
102	N	0	1	1	1	0	
103	N	0	1	1	1	0	
104	K	0	1	0	1	1	
105	R	1	0	0	1	0	
106	V	1	0	1	1	0	
107	W	1	0	1	1	1	
108	W	1	0	1	1	1	
109	S	1	0	0	1	1	
110	Q	1	0	0	0	1	
111	N	0	1	1	1	0	
112	C	0	0	0	1	1	
113	N	0	1	1	1	0	
114	N	0	1	1	1	0	
115	K	0	1	0	1	1	
116	R	1	0	0	1	0	
117	V	1	0	1	1	0	
118	V	1	0	1	1	0	
119	P	1	0	0	0	0	
120	G	0	0	1	1	1	
121	P	1	0	0	0	0	
122	G	0	0	1	1	1	
123	Q	1	0	0	0	1	
124	Z	1	1	0	0	0	
125	W	1	0	1	1	1	
126	C	0	0	0	1	1	
127	G	0	0	1	1	1	
128	A	0	0	0	0	1	
129	L	0	1	1	0	0	
130	E	0	0	1	0	1	
131	R	1	0	0	1	0	
132	U	1	0	1	0	1	
133	L	0	1	1	0	0	
134	A	0	0	0	0	1	
135	N	0	1	1	1	0	
136	K	0	1	0	1	1	
137	T	1	0	1	0	0	
138	I	0	1	0	0	1	
139	N	0	1	1	1	0	
140	K	0	1	0	1	1	
141	T	1	0	1	0	0	
142	I	0	1	0	0	1	
143	K	0	1	0	1	1	
144	S	1	0	0	1	1	
145	E	0	0	1	0	1	
146	R	1	0	0	1	0	
147	S	1	0	0	1	1	
148	E	0	0	1	0	1	
149	R	1	0	0	1	0	
150	U	1	0	1	0	1	
151	L	0	1	1	0	0	
152	A	0	0	0	0	1	
153	N	0	1	1	1	0	
154	K	0	1	0	1	1	
155	S	1	0	0	1	1	
156	E	0	0	1	0	1	
157	R	1	0	0	1	0	
158	V	1	0	1	1	0	
159	V	1	0	1	1	0	
160	O	0	1	1	1	1	
161	V	1	0	1	1	0	
162	J	0	1	0	1	0	
163	U	1	0	1	0	1	
164	I	0	1	0	0	1	
165	L	0	1	1	0	0	
166	L	0	1	1	0	0	
167	J	0	1	0	1	0	
168	F	0	0	1	1	0	
169	C	0	0	0	1	1	
170	N	0	1	1	1	0	
171	N	0	1	1	1	0	
172	D	0	0	1	0	0	
173	L	0	1	1	0	0	
174	M	0	1	1	0	1	
175	C	0	0	0	1	1	
176	N	0	1	1	1	0	
177	N	0	1	1	1	0	
178	D	0	0	1	0	0	
179	L	0	1	1	0	0	
180	M	0	1	1	0	1	
181	C	0	0	0	1	1	
182	N	0	1	1	1	0	
183	M	0	1	1	0	1	
184	B	0	0	0	1	0	
185	H	0	1	0	0	0	
186	I	0	1	0	0	1	
187	L	0	1	1	0	0	
188	L	0	1	1	0	0	
189	I	0	1	0	0	1	
190	U	1	0	1	0	1	
191	Q	1	0	0	0	1	
192	F	0	0	1	1	0	
193	S	1	0	0	1	1	
194	Z	1	1	0	0	0	
195	Z	1	1	0	0	0	
196	Q	1	0	0	0	1	
197	G	0	0	1	1	1	
198	L	0	1	1	0	0	
199	B	0	0	0	1	0	
200	N	0	1	1	1	0	
201	H	0	1	0	0	0	
202	P	1	0	0	0	0	
203	K	0	1	0	1	1	
204	N	0	1	1	1	0	
205	L	0	1	1	0	0	
206	I	0	1	0	0	1	
207	P	1	0	0	0	0	
208	K	0	1	0	1	1	
209	N	0	1	1	1	0	
210	L	0	1	1	0	0	
211	L	0	1	1	0	0	
212	J	0	1	0	1	0	
213	F	0	0	1	1	0	
214	C	0	0	0	1	1	
215	N	0	1	1	1	0	
216	N	0	1	1	1	0	
217	G	0	0	1	1	1	
218	M	0	1	1	0	1	
219	B	0	0	0	1	0	
220	H	0	1	0	0	0	
221	X	0	0	0	0	0	
222	X	0	0	0	0	0	
223	L	0	1	1	0	0	
224	I	0	1	0	0	1	
225	O	0	1	1	1	1	
226	V	1	0	1	1	0	
227	V	1	0	1	1	0	
228	T	1	0	1	0	0	
229	E	0	0	1	0	1	
230	O	0	1	1	1	1	
231	B	0	0	0	1	0	
232	K	0	1	0	1	1	
233	C	0	0	0	1	1	
234	N	0	1	1	1	0	
235	N	0	1	1	1	0	
236	K	0	1	0	1	1	
237	W	1	0	1	1	1	
238	R	1	0	0	1	0	
239	D	0	0	1	0	0	
240	I	0	1	0	0	1	
241	A	0	0	0	0	1	
242	N	0	1	1	1	0	
243	K	0	1	0	1	1	
244	W	1	0	1	1	1	
245	R	1	0	0	1	0	
246	D	0	0	1	0	0	
247	J	0	1	0	1	0	
248	Z	1	1	0	0	0	
249	Q	1	0	0	0	1	
250	Z	1	1	0	0	0	
251	Z	1	1	0	0	0	
252	S	1	0	0	1	1	
253	F	0	0	1	1	0	
254	N	0	1	1	1	0	
255	D	0	0	1	0	0	
256	L	0	1	1	0	0	
257	E	0	0	1	0	1	
258	R	1	0	0	1	0	
259	V	1	0	1	1	0	
260	W	1	0	1	1	1	
261	W	1	0	1	1	1	
262	S	1	0	0	1	1	
263	Q	1	0	0	0	1	
264	N	0	1	1	1	0	
265	C	0	0	0	1	1	
266	N	0	1	1	1	0	
267	N	0	1	1	1	0	
268	K	0	1	0	1	1	
269	R	1	0	0	1	0	
270	V	1	0	1	1	0	
271	V	1	0	1	1	0	
272	P	1	0	0	0	0	
273	H	0	1	0	0	0	
274	R	1	0	0	1	0	
275	D	0	0	1	0	0	
276	I	0	1	0	0	1	
277	A	0	0	0	0	1	
278	L	0	1	1	0	0	
279	L	0	1	1	0	0	
280	I	0	1	0	0	1	
281	U	1	0	1	0	1	
282	O	0	1	1	1	1	
283	B	0	0	0	1	0	
284	K	0	1	0	1	1	
285	C	0	0	0	1	1	
286	L	0	1	1	0	0	
287	I	0	1	0	0	1	
288	Z	1	1	0	0	0	
289	S	1	0	0	1	1	
290	Z	1	1	0	0	0	
291	Z	1	1	0	0	0	
292	Q	1	0	0	0	1	
293	G	0	0	1	1	1	
294	L	0	1	1	0	0	
295	B	0	0	0	1	0	
296	N	0	1	1	1	0	
297	L	0	1	1	0	0	
298	A	0	0	0	0	1	
299	F	0	0	1	1	0	
300	M	0	1	1	0	1	
301	D	0	0	1	0	0	
302	E	0	0	1	0	1	
303	I	0	1	0	0	1	
304	Q	1	0	0	0	1	
305	G	0	0	1	1	1	
306	L	0	1	1	0	0	
307	B	0	0	0	1	0	
308	M	0	1	1	0	1	
309	D	0	0	1	0	0	
310	E	0	0	1	0	1	
311	B	0	0	0	1	0	
312	W	1	0	1	1	1	
313	N	0	1	1	1	0	
314	C	0	0	0	1	1	
315	N	0	1	1	1	0	
316	N	0	1	1	1	0	
317	K	0	1	0	1	1	
318	R	1	0	0	1	0	
319	V	1	0	1	1	0	
320	U	1	0	1	0	1	
321	O	0	1	1	1	1	
322	D	0	0	1	0	0	
323	L	0	1	1	0	0	
324	L	0	1	1	0	0	
325	B	0	0	0	1	0	
326	N	0	1	1	1	0	
327	N	0	1	1	1	0	
328	D	0	0	1	0	0	
329	L	0	1	1	0	0	
330	M	0	1	1	0	1	
331	D	0	0	1	0	0	
332	E	0	0	1	0	1	
333	I	0	1	0	0	1	
334	U	1	0	1	0	1	
335	O	0	1	1	1	1	
336	B	0	0	0	1	0	
337	A	0	0	0	0	1	
338	Q	1	0	0	0	1	
339	F	0	0	1	1	0	
340	R	1	0	0	1	0	
341	V	1	0	1	1	0	
342	K	0	1	0	1	1	
343	C	0	0	0	1	1	
344	N	0	1	1	1	0	
345	N	0	1	1	1	0	
346	J	0	1	0	1	0	
347	G	0	0	1	1	1	
348	A	0	0	0	0	1	
349	N	0	1	1	1	0	
350	C	0	0	0	1	1	
351	Q	1	0	0	0	1	
352	S	1	0	0	1	1	
353	L	0	1	1	0	0	
354	A	0	0	0	0	1	
355	N	0	1	1	1	0	
356	K	0	1	0	1	1	
357	T	1	0	1	0	0	
358	I	0	1	0	0	1	
359	L	0	1	1	0	0	
360	L	0	1	1	0	0	
361	I	0	1	0	0	1	
362	P	1	0	0	0	0	
363	K	0	1	0	1	1	
364	N	0	1	1	1	0	
365	N	0	1	1	1	0	
366	J	0	1	0	1	0	
367	G	0	0	1	1	1	
368	A	0	0	0	0	1	
369	N	0	1	1	1	0	
370	H	0	1	0	0	0	
371	D	0	0	1	0	0	
372	L	0	1	1	0	0	
373	E	0	0	1	0	1	
374	R	1	0	0	1	0	
375	V	1	0	1	1	0	
376	V	1	0	1	1	0	
377	O	0	1	1	1	1	
378	W	1	0	1	1	1	
379	S	1	0	0	1	1	
380	G	0	0	1	1	1	
381	Q	1	0	0	0	1	
382	Z	1	1	0	0	0	
383	Z	1	1	0	0	0	
384	T	1	0	1	0	0	
385	I	0	1	0	0	1	
386	L	0	1	1	0	0	
387	L	0	1	1	0	0	
388	I	0	1	0	0	1	
389	Q	1	0	0	0	1	
390	G	0	0	1	1	1	
391	L	0	1	1	0	0	
392	B	0	0	0	1	0	
393	N	0	1	1	1	0	
394	G	0	0	1	1	1	
395	L	0	1	1	0	0	
396	A	0	0	0	0	1	
397	F	0	0	1	1	0	
398	N	0	1	1	1	0	
399	N	0	1	1	1	0	
400	H	0	1	0	0	0	
401	D	0	0	1	0	0	
402	L	0	1	1	0	0	
403	E	0	0	1	0	1	
404	R	1	0	0	1	0	
405	V	1	0	1	1	0	
406	W	1	0	1	1	1	
407	W	1	0	1	1	1	
408	S	1	0	0	1	1	
409	Q	1	0	0	0	1	
410	N	0	1	1	1	0	
411	C	0	0	0	1	1	
412	N	0	1	1	1	0	
413	N	0	1	1	1	0	
414	K	0	1	0	1	1	
415	R	1	0	0	1	0	
416	V	1	0	1	1	0	
417	Z	1	1	0	0	0	
418	Z	1	1	0	0	0	
419	R	1	0	0	1	0	
420	V	1	0	1	1	0	
421	Z	1	1	0	0	0	
422	S	1	0	0	1	1	
423	F	0	0	1	1	0	
424	N	0	1	1	1	0	
425	D	0	0	1	0	0	
426	L	0	1	1	0	0	
427	F	0	0	1	1	0	
428	N	0	1	1	1	0	
429	D	0	0	1	0	0	
430	L	0	1	1	0	0	
431	E	0	0	1	0	1	
432	R	1	0	0	1	0	
433	V	1	0	1	1	0	
434	Z	1	1	0	0	0	
435	S	1	0	0	1	1	
436	F	0	0	1	1	0	
437	N	0	1	1	1	0	
438	D	0	0	1	0	0	
439	M	0	1	1	0	1	
440	B	0	0	0	1	0	
441	H	0	1	0	0	0	
442	D	0	0	1	0	0	
443	U	1	0	1	0	1	
444	X	0	0	0	0	0	
445	X	0	0	0	0	0	
446	L	0	1	1	0	0	
447	I	0	1	0	0	1	
448	O	0	1	1	1	1	
449	V	1	0	1	1	0	
450	V	1	0	1	1	0	
451	T	1	0	1	0	0	
452	E	0	0	1	0	1	
453	O	0	1	1	1	1	
454	B	0	0	0	1	0	
455	K	0	1	0	1	1	
456	I	0	1	0	0	1	
457	A	0	0	0	0	1	
458	P	1	0	0	0	0	
459	W	1	0	1	1	1	
460	K	0	1	0	1	1	
461	N	0	1	1	1	0	
462	N	0	1	1	1	0	
463	K	0	1	0	1	1	
464	W	1	0	1	1	1	
465	R	1	0	0	1	0	
466	D	0	0	1	0	0	
467	I	0	1	0	0	1	
468	A	0	0	0	0	1	
469	L	0	1	1	0	0	
470	L	0	1	1	0	0	
471	I	0	1	0	0	1	
472	U	1	0	1	0	1	
473	Q	1	0	0	0	1	
474	F	0	0	1	1	0	
475	R	1	0	0	1	0	
476	V	1	0	1	1	0	
477	K	0	1	0	1	1	
478	C	0	0	0	1	1	
479	L	0	1	1	0	0	
480	I	0	1	0	0	1	
481	U	1	0	1	0	1	
482	Q	1	0	0	0	1	
