Point	Label	1	2	3	4	5	
484	Z	1	1	0	0	0	
485	S	1	0	0	1	1	
486	U	1	0	1	0	1	
487	W	1	0	1	1	1	
488	R	1	0	0	1	0	
489	B	0	0	0	1	0	
490	M	0	1	1	0	1	
491	D	0	0	1	0	0	
492	E	0	0	1	0	1	
493	I	0	1	0	0	1	
494	U	1	0	1	0	1	
495	Q	1	0	0	0	1	
496	F	0	0	1	1	0	
497	X	0	0	0	0	0	
498	X	0	0	0	0	0	
499	L	0	1	1	0	0	
500	I	0	1	0	0	1	
501	O	0	1	1	1	1	
502	V	1	0	1	1	0	
503	V	1	0	1	1	0	
504	R	1	0	0	1	0	
505	V	1	0	1	1	0	
506	I	0	1	0	0	1	
507	A	0	0	0	0	1	
508	P	1	0	0	0	0	
509	W	1	0	1	1	1	
510	K	0	1	0	1	1	
511	N	0	1	1	1	0	
512	N	0	1	1	1	0	
513	K	0	1	0	1	1	
514	W	1	0	1	1	1	
515	R	1	0	0	1	0	
516	D	0	0	1	0	0	
517	J	0	1	0	1	0	
518	Z	1	1	0	0	0	
519	Q	1	0	0	0	1	
520	Z	1	1	0	0	0	
521	Z	1	1	0	0	0	
522	S	1	0	0	1	1	
523	F	0	0	1	1	0	
524	N	0	1	1	1	0	
525	C	0	0	0	1	1	
526	G	0	0	1	1	1	
527	L	0	1	1	0	0	
528	L	0	1	1	0	0	
529	E	0	0	1	0	1	
530	B	0	0	0	1	0	
531	N	0	1	1	1	0	
532	H	0	1	0	0	0	
533	O	0	1	1	1	1	
534	U	1	0	1	0	1	
535	A	0	0	0	0	1	
536	F	0	0	1	1	0	
537	C	0	0	0	1	1	
538	N	0	1	1	1	0	
539	H	0	1	0	0	0	
540	P	1	0	0	0	0	
541	J	0	1	0	1	0	
542	F	0	0	1	1	0	
543	C	0	0	0	1	1	
544	N	0	1	1	1	0	
545	N	0	1	1	1	0	
546	M	0	1	1	0	1	
547	B	0	0	0	1	0	
548	H	0	1	0	0	0	
549	I	0	1	0	0	1	
550	L	0	1	1	0	0	
551	M	0	1	1	0	1	
552	D	0	0	1	0	0	
553	L	0	1	1	0	0	
554	W	1	0	1	1	1	
555	N	0	1	1	1	0	
556	C	0	0	0	1	1	
557	N	0	1	1	1	0	
558	M	0	1	1	0	1	
559	B	0	0	0	1	0	
560	N	0	1	1	1	0	
561	Z	1	1	0	0	0	
562	T	1	0	1	0	0	
563	I	0	1	0	0	1	
564	K	0	1	0	1	1	
565	R	1	0	0	1	0	
566	V	1	0	1	1	0	
567	W	1	0	1	1	1	
568	Z	1	1	0	0	0	
569	W	1	0	1	1	1	
570	C	0	0	0	1	1	
571	G	0	0	1	1	1	
572	A	0	0	0	0	1	
573	L	0	1	1	0	0	
574	E	0	0	1	0	1	
575	R	1	0	0	1	0	
576	V	1	0	1	1	0	
577	V	1	0	1	1	0	
578	P	1	0	0	0	0	
579	H	0	1	0	0	0	
580	T	1	0	1	0	0	
581	U	1	0	1	0	1	
582	J	0	1	0	1	0	
583	G	0	0	1	1	1	
584	A	0	0	0	0	1	
585	L	0	1	1	0	0	
586	M	0	1	1	0	1	
587	D	0	0	1	0	0	
588	E	0	0	1	0	1	
589	K	0	1	0	1	1	
590	N	0	1	1	1	0	
591	M	0	1	1	0	1	
592	B	0	0	0	1	0	
593	I	0	1	0	0	1	
594	A	0	0	0	0	1	
595	L	0	1	1	0	0	
596	M	0	1	1	0	1	
597	D	0	0	1	0	0	
598	I	0	1	0	0	1	
599	A	0	0	0	0	1	
600	Q	1	0	0	0	1	
601	F	0	0	1	1	0	
602	X	0	0	0	0	0	
603	X	0	0	0	0	0	
