Point	Label	1	2	3	4	5	
1	L	0	1	1	0	0	
2	I	0	1	0	0	1	
3	O	0	1	1	1	1	
4	V	1	0	1	1	0	
5	U	1	0	1	0	1	
6	U	1	0	1	0	1	
7	O	0	1	1	1	1	
8	D	0	0	1	0	0	
9	M	0	1	1	0	1	
10	B	0	0	0	1	0	
11	H	0	1	0	0	0	
12	I	0	1	0	0	1	
13	L	0	1	1	0	0	
14	M	0	1	1	0	1	
15	D	0	0	1	0	0	
16	J	0	1	0	1	0	
17	W	1	0	1	1	1	
18	K	0	1	0	1	1	
19	N	0	1	1	1	0	
20	N	0	1	1	1	0	
21	K	0	1	0	1	1	
22	W	1	0	1	1	1	
23	S	1	0	0	1	1	
24	G	0	0	1	1	1	
25	O	0	1	1	1	1	
26	V	1	0	1	1	0	
27	K	0	1	0	1	1	
28	C	0	0	0	1	1	
29	S	1	0	0	1	1	
30	G	0	0	1	1	1	
31	Q	1	0	0	0	1	
32	Z	1	1	0	0	0	
33	W	1	0	1	1	1	
34	C	0	0	0	1	1	
35	G	0	0	1	1	1	
36	A	0	0	0	0	1	
37	N	0	1	1	1	0	
38	C	0	0	0	1	1	
39	G	0	0	1	1	1	
40	L	0	1	1	0	0	
41	M	0	1	1	0	1	
42	D	0	0	1	0	0	
43	E	0	0	1	0	1	
44	K	0	1	0	1	1	
45	N	0	1	1	1	0	
46	N	0	1	1	1	0	
47	K	0	1	0	1	1	
48	S	1	0	0	1	1	
49	F	0	0	1	1	0	
50	N	0	1	1	1	0	
51	C	0	0	0	1	1	
52	G	0	0	1	1	1	
53	M	0	1	1	0	1	
54	B	0	0	0	1	0	
55	H	0	1	0	0	0	
56	I	0	1	0	0	1	
57	M	0	1	1	0	1	
58	B	0	0	0	1	0	
59	N	0	1	1	1	0	
60	Z	1	1	0	0	0	
61	T	1	0	1	0	0	
62	J	0	1	0	1	0	
63	G	0	0	1	1	1	
64	A	0	0	0	0	1	
65	L	0	1	1	0	0	
66	L	0	1	1	0	0	
67	E	0	0	1	0	1	
68	B	0	0	0	1	0	
69	N	0	1	1	1	0	
70	H	0	1	0	0	0	
71	O	0	1	1	1	1	
72	W	1	0	1	1	1	
73	N	0	1	1	1	0	
74	C	0	0	0	1	1	
75	L	0	1	1	0	0	
76	I	0	1	0	0	1	
77	Q	1	0	0	0	1	
78	G	0	0	1	1	1	
79	M	0	1	1	0	1	
80	D	0	0	1	0	0	
81	E	0	0	1	0	1	
82	B	0	0	0	1	0	
83	V	1	0	1	1	0	
84	V	1	0	1	1	0	
85	R	1	0	0	1	0	
86	U	1	0	1	0	1	
87	Q	1	0	0	0	1	
88	F	0	0	1	1	0	
89	R	1	0	0	1	0	
90	W	1	0	1	1	1	
91	J	0	1	0	1	0	
92	F	0	0	1	1	0	
93	D	0	0	1	0	0	
94	E	0	0	1	0	1	
95	I	0	1	0	0	1	
96	U	1	0	1	0	1	
97	O	0	1	1	1	1	
98	B	0	0	0	1	0	
99	K	0	1	0	1	1	
100	C	0	0	0	1	1	
101	N	0	1	1	1	0	
102	M	0	1	1	0	1	
103	B	0	0	0	1	0	
104	X	0	0	0	0	0	
105	X	0	0	0	0	0	
106	L	0	1	1	0	0	
107	I	0	1	0	0	1	
108	O	0	1	1	1	1	
109	V	1	0	1	1	0	
110	V	1	0	1	1	0	
111	T	1	0	1	0	0	
112	E	0	0	1	0	1	
113	O	0	1	1	1	1	
114	B	0	0	0	1	0	
115	K	0	1	0	1	1	
116	C	0	0	0	1	1	
117	L	0	1	1	0	0	
118	I	0	1	0	0	1	
119	V	1	0	1	1	0	
120	J	0	1	0	1	0	
121	Z	1	1	0	0	0	
122	R	1	0	0	1	0	
123	W	1	0	1	1	1	
124	K	0	1	0	1	1	
125	N	0	1	1	1	0	
126	M	0	1	1	0	1	
127	B	0	0	0	1	0	
128	J	0	1	0	1	0	
129	W	1	0	1	1	1	
130	R	1	0	0	1	0	
131	D	0	0	1	0	0	
132	J	0	1	0	1	0	
133	Z	1	1	0	0	0	
134	Q	1	0	0	0	1	
135	U	1	0	1	0	1	
136	O	0	1	1	1	1	
137	D	0	0	1	0	0	
138	L	0	1	1	0	0	
139	M	0	1	1	0	1	
140	D	0	0	1	0	0	
141	E	0	0	1	0	1	
142	K	0	1	0	1	1	
143	N	0	1	1	1	0	
144	N	0	1	1	1	0	
145	J	0	1	0	1	0	
146	G	0	0	1	1	1	
147	A	0	0	0	0	1	
148	N	0	1	1	1	0	
149	C	0	0	0	1	1	
150	Q	1	0	0	0	1	
151	R	1	0	0	1	0	
152	O	0	1	1	1	1	
153	C	0	0	0	1	1	
154	P	1	0	0	0	0	
155	V	1	0	1	1	0	
156	P	1	0	0	0	0	
157	H	0	1	0	0	0	
158	T	1	0	1	0	0	
159	Z	1	1	0	0	0	
160	Q	1	0	0	0	1	
161	Z	1	1	0	0	0	
162	W	1	0	1	1	1	
163	C	0	0	0	1	1	
164	G	0	0	1	1	1	
165	A	0	0	0	0	1	
166	N	0	1	1	1	0	
167	C	0	0	0	1	1	
168	G	0	0	1	1	1	
169	L	0	1	1	0	0	
170	L	0	1	1	0	0	
171	E	0	0	1	0	1	
172	B	0	0	0	1	0	
173	N	0	1	1	1	0	
174	H	0	1	0	0	0	
175	O	0	1	1	1	1	
176	U	1	0	1	0	1	
177	A	0	0	0	0	1	
178	F	0	0	1	1	0	
179	C	0	0	0	1	1	
180	N	0	1	1	1	0	
181	H	0	1	0	0	0	
182	O	0	1	1	1	1	
183	W	1	0	1	1	1	
184	N	0	1	1	1	0	
185	C	0	0	0	1	1	
186	L	0	1	1	0	0	
187	J	0	1	0	1	0	
188	F	0	0	1	1	0	
189	C	0	0	0	1	1	
190	N	0	1	1	1	0	
191	M	0	1	1	0	1	
192	B	0	0	0	1	0	
193	H	0	1	0	0	0	
194	I	0	1	0	0	1	
195	M	0	1	1	0	1	
196	B	0	0	0	1	0	
197	N	0	1	1	1	0	
198	Z	1	1	0	0	0	
199	T	1	0	1	0	0	
200	J	0	1	0	1	0	
201	H	0	1	0	0	0	
202	K	0	1	0	1	1	
203	S	1	0	0	1	1	
204	F	0	0	1	1	0	
205	X	0	0	0	0	0	
206	X	0	0	0	0	0	
207	L	0	1	1	0	0	
208	I	0	1	0	0	1	
209	Q	1	0	0	0	1	
210	G	0	0	1	1	1	
211	L	0	1	1	0	0	
212	A	0	0	0	0	1	
213	F	0	0	1	1	0	
214	N	0	1	1	1	0	
215	N	0	1	1	1	0	
216	H	0	1	0	0	0	
217	D	0	0	1	0	0	
218	L	0	1	1	0	0	
219	E	0	0	1	0	1	
220	R	1	0	0	1	0	
221	V	1	0	1	1	0	
222	V	1	0	1	1	0	
223	O	0	1	1	1	1	
224	V	1	0	1	1	0	
225	I	0	1	0	0	1	
226	A	0	0	0	0	1	
227	L	0	1	1	0	0	
228	M	0	1	1	0	1	
229	D	0	0	1	0	0	
230	J	0	1	0	1	0	
231	Z	1	1	0	0	0	
232	S	1	0	0	1	1	
233	Z	1	1	0	0	0	
234	Z	1	1	0	0	0	
235	P	1	0	0	0	0	
236	J	0	1	0	1	0	
237	F	0	0	1	1	0	
238	C	0	0	0	1	1	
239	N	0	1	1	1	0	
240	M	0	1	1	0	1	
241	B	0	0	0	1	0	
242	H	0	1	0	0	0	
243	K	0	1	0	1	1	
244	R	1	0	0	1	0	
245	U	1	0	1	0	1	
246	L	0	1	1	0	0	
247	A	0	0	0	0	1	
248	N	0	1	1	1	0	
249	K	0	1	0	1	1	
250	R	1	0	0	1	0	
251	W	1	0	1	1	1	
252	C	0	0	0	1	1	
253	G	0	0	1	1	1	
254	A	0	0	0	0	1	
255	L	0	1	1	0	0	
256	E	0	0	1	0	1	
257	T	1	0	1	0	0	
258	I	0	1	0	0	1	
259	L	0	1	1	0	0	
260	M	0	1	1	0	1	
261	D	0	0	1	0	0	
262	L	0	1	1	0	0	
263	U	1	0	1	0	1	
264	A	0	0	0	0	1	
265	F	0	0	1	1	0	
266	C	0	0	0	1	1	
267	N	0	1	1	1	0	
268	H	0	1	0	0	0	
269	O	0	1	1	1	1	
270	V	1	0	1	1	0	
271	V	1	0	1	1	0	
272	T	1	0	1	0	0	
273	E	0	0	1	0	1	
274	O	0	1	1	1	1	
275	B	0	0	0	1	0	
276	K	0	1	0	1	1	
277	I	0	1	0	0	1	
278	A	0	0	0	0	1	
279	P	1	0	0	0	0	
280	W	1	0	1	1	1	
281	J	0	1	0	1	0	
282	F	0	0	1	1	0	
283	C	0	0	0	1	1	
284	N	0	1	1	1	0	
285	M	0	1	1	0	1	
286	B	0	0	0	1	0	
287	H	0	1	0	0	0	
288	K	0	1	0	1	1	
289	W	1	0	1	1	1	
290	R	1	0	0	1	0	
291	D	0	0	1	0	0	
292	C	0	0	0	1	1	
293	S	1	0	0	1	1	
294	G	0	0	1	1	1	
295	X	0	0	0	0	0	
296	X	0	0	0	0	0	
297	L	0	1	1	0	0	
298	I	0	1	0	0	1	
299	O	0	1	1	1	1	
300	V	1	0	1	1	0	
301	V	1	0	1	1	0	
302	R	1	0	0	1	0	
303	W	1	0	1	1	1	
304	K	0	1	0	1	1	
305	N	0	1	1	1	0	
306	N	0	1	1	1	0	
307	K	0	1	0	1	1	
308	W	1	0	1	1	1	
309	R	1	0	0	1	0	
310	D	0	0	1	0	0	
311	J	0	1	0	1	0	
312	Z	1	1	0	0	0	
313	Q	1	0	0	0	1	
314	Z	1	1	0	0	0	
315	Z	1	1	0	0	0	
316	S	1	0	0	1	1	
317	F	0	0	1	1	0	
318	N	0	1	1	1	0	
319	C	0	0	0	1	1	
320	G	0	0	1	1	1	
321	L	0	1	1	0	0	
322	L	0	1	1	0	0	
323	E	0	0	1	0	1	
324	B	0	0	0	1	0	
325	N	0	1	1	1	0	
326	H	0	1	0	0	0	
327	O	0	1	1	1	1	
328	W	1	0	1	1	1	
329	N	0	1	1	1	0	
330	C	0	0	0	1	1	
331	N	0	1	1	1	0	
332	N	0	1	1	1	0	
333	K	0	1	0	1	1	
334	R	1	0	0	1	0	
335	W	1	0	1	1	1	
336	C	0	0	0	1	1	
337	G	0	0	1	1	1	
338	A	0	0	0	0	1	
339	L	0	1	1	0	0	
340	E	0	0	1	0	1	
341	T	1	0	1	0	0	
342	J	0	1	0	1	0	
343	G	0	0	1	1	1	
344	A	0	0	0	0	1	
345	L	0	1	1	0	0	
346	M	0	1	1	0	1	
347	D	0	0	1	0	0	
348	E	0	0	1	0	1	
349	I	0	1	0	0	1	
350	Q	1	0	0	0	1	
351	G	0	0	1	1	1	
352	M	0	1	1	0	1	
353	D	0	0	1	0	0	
354	E	0	0	1	0	1	
355	B	0	0	0	1	0	
356	W	1	0	1	1	1	
357	N	0	1	1	1	0	
358	C	0	0	0	1	1	
359	N	0	1	1	1	0	
360	M	0	1	1	0	1	
361	B	0	0	0	1	0	
362	N	0	1	1	1	0	
363	V	1	0	1	1	0	
364	V	1	0	1	1	0	
365	P	1	0	0	0	0	
366	H	0	1	0	0	0	
367	T	1	0	1	0	0	
368	U	1	0	1	0	1	
369	J	0	1	0	1	0	
370	G	0	0	1	1	1	
371	A	0	0	0	0	1	
372	L	0	1	1	0	0	
373	M	0	1	1	0	1	
374	D	0	0	1	0	0	
375	E	0	0	1	0	1	
376	K	0	1	0	1	1	
377	N	0	1	1	1	0	
378	M	0	1	1	0	1	
379	B	0	0	0	1	0	
380	I	0	1	0	0	1	
381	A	0	0	0	0	1	
382	L	0	1	1	0	0	
383	M	0	1	1	0	1	
384	D	0	0	1	0	0	
385	J	0	1	0	1	0	
386	U	1	0	1	0	1	
387	O	0	1	1	1	1	
388	B	0	0	0	1	0	
389	J	0	1	0	1	0	
390	Z	1	1	0	0	0	
391	T	1	0	1	0	0	
392	E	0	0	1	0	1	
393	X	0	0	0	0	0	
394	X	0	0	0	0	0	
395	N	0	1	1	1	0	
396	K	0	1	0	1	1	
397	R	1	0	0	1	0	
398	V	1	0	1	1	0	
399	V	1	0	1	1	0	
400	O	0	1	1	1	1	
401	V	1	0	1	1	0	
402	I	0	1	0	0	1	
403	A	0	0	0	0	1	
404	L	0	1	1	0	0	
405	L	0	1	1	0	0	
406	I	0	1	0	0	1	
407	Z	1	1	0	0	0	
408	S	1	0	0	1	1	
409	Z	1	1	0	0	0	
410	Z	1	1	0	0	0	
411	P	1	0	0	0	0	
412	J	0	1	0	1	0	
413	F	0	0	1	1	0	
414	C	0	0	0	1	1	
415	L	0	1	1	0	0	
416	E	0	0	1	0	1	
417	B	0	0	0	1	0	
418	N	0	1	1	1	0	
419	H	0	1	0	0	0	
420	O	0	1	1	1	1	
421	U	1	0	1	0	1	
422	A	0	0	0	0	1	
423	F	0	0	1	1	0	
424	C	0	0	0	1	1	
425	N	0	1	1	1	0	
426	H	0	1	0	0	0	
427	O	0	1	1	1	1	
428	W	1	0	1	1	1	
429	N	0	1	1	1	0	
430	C	0	0	0	1	1	
431	L	0	1	1	0	0	
432	J	0	1	0	1	0	
433	F	0	0	1	1	0	
434	C	0	0	0	1	1	
435	N	0	1	1	1	0	
436	M	0	1	1	0	1	
437	B	0	0	0	1	0	
438	H	0	1	0	0	0	
439	I	0	1	0	0	1	
440	M	0	1	1	0	1	
441	B	0	0	0	1	0	
442	N	0	1	1	1	0	
443	W	1	0	1	1	1	
444	C	0	0	0	1	1	
445	G	0	0	1	1	1	
446	A	0	0	0	0	1	
447	N	0	1	1	1	0	
448	C	0	0	0	1	1	
449	G	0	0	1	1	1	
450	M	0	1	1	0	1	
451	B	0	0	0	1	0	
452	H	0	1	0	0	0	
453	K	0	1	0	1	1	
454	S	1	0	0	1	1	
455	F	0	0	1	1	0	
456	N	0	1	1	1	0	
457	D	0	0	1	0	0	
458	L	0	1	1	0	0	
459	E	0	0	1	0	1	
460	R	1	0	0	1	0	
461	V	1	0	1	1	0	
462	V	1	0	1	1	0	
463	P	1	0	0	0	0	
464	H	0	1	0	0	0	
465	T	1	0	1	0	0	
466	V	1	0	1	1	0	
467	K	0	1	0	1	1	
468	C	0	0	0	1	1	
469	T	1	0	1	0	0	
470	U	1	0	1	0	1	
471	J	0	1	0	1	0	
472	G	0	0	1	1	1	
473	B	0	0	0	1	0	
474	H	0	1	0	0	0	
475	I	0	1	0	0	1	
476	L	0	1	1	0	0	
477	M	0	1	1	0	1	
478	D	0	0	1	0	0	
479	J	0	1	0	1	0	
480	U	1	0	1	0	1	
481	O	0	1	1	1	1	
482	B	0	0	0	1	0	
483	J	0	1	0	1	0	
